customer_id,name,language,city,segment,customer_since,lifetime_value,avg_order_value,preferred_payment_method,preferred_channel,historical_payment_success_rate,historical_recovery_rate,days_since_last_payment,customer_tenure,risk_segment
c9edf442-df12-5184-95e4-1f31247e057b,Customer 000027,Hindi,Lucknow,consumer,2024-12-11T09:09:46+00:00,9865.93,1059.18,debit_card,whatsapp,0.7223,0.3951,79,628,medium
38e86e37-52b4-568a-bbe4-1bfa388a74f1,Customer 000028,Marathi,Surat,consumer,2025-12-30T14:58:09+00:00,5634.53,1186.03,upi,email,0.6950,0.1448,11,244,low
5421ac82-5864-5d90-9cbb-39c3e723d30b,Customer 000029,Tamil,Chandigarh,high_value,2025-07-31T08:00:45+00:00,68905.48,19803.97,upi,email,0.9950,0.2255,45,396,medium
e0edfb3c-d732-5c86-88a4-b9dd1a753ad9,Customer 000030,Tamil,Kochi,enterprise,2024-07-11T16:17:34+00:00,64840.81,8526.29,emi,email,0.8579,0.6600,41,781,medium
07402d0b-c862-5965-829a-1d8d1134c7d1,Customer 000031,Kannada,Coimbatore,SMB,2025-09-29T16:49:53+00:00,22864.34,2922.29,credit_card,whatsapp,0.7103,0.4872,40,336,low
82850906-f784-50a5-b1ff-6ab10dbbf895,Customer 000032,Kannada,Chennai,consumer,2025-03-09T14:34:18+00:00,1050.08,638.01,upi,whatsapp,0.5245,0.4562,24,540,medium
6fe3d6fc-9c2a-5eef-885c-b9c5ca32e94c,Customer 000033,Bengali,Chandigarh,consumer,2023-02-10T20:27:03+00:00,1724.53,575.48,credit_card,email,0.7945,0.3180,27,1298,medium
8695e9f5-cac0-5047-8c13-1ba74270d60e,Customer 000034,Telugu,Mumbai,consumer,2024-11-26T00:08:02+00:00,8876.92,767.43,emi,email,0.8764,0.4377,65,643,medium
a247ca3f-19f1-5df5-8645-acf0b1aa6016,Customer 000035,Malayalam,Delhi,consumer,2025-01-02T06:25:27+00:00,6227.30,710.26,credit_card,email,0.7057,0.2353,66,606,medium
dc0e2224-2085-5918-bd2c-4037521c28a2,Customer 000036,Telugu,Ahmedabad,consumer,2023-09-13T16:19:37+00:00,2050.07,423.52,upi,email,0.8054,0.4155,21,1083,low
11a64e53-9853-522d-bd65-a3ef84098ba6,Customer 000037,English,Lucknow,SMB,2024-08-12T14:23:43+00:00,43412.55,5429.22,debit_card,whatsapp,0.9160,0.5140,45,749,low
0695b3c7-ce9a-5b90-b6ba-c410c5fcd457,Customer 000038,Malayalam,Ahmedabad,consumer,2025-02-19T18:44:02+00:00,986.77,511.49,upi,email,0.6046,0.4515,18,558,low
b60aa8fe-9d7d-5b99-acb3-db1c8fb1c471,Customer 000039,Tamil,Pune,consumer,2024-03-01T04:42:58+00:00,11193.69,985.84,upi,whatsapp,0.8822,0.2113,79,913,low
ac7322a3-c6e2-512c-810c-76ba04c24837,Customer 000040,Kannada,Hyderabad,consumer,2023-09-15T16:21:20+00:00,4475.73,1729.92,upi,email,0.8573,0.6433,26,1081,medium
37b1d617-8145-569c-b17d-e1facaf7ca55,Customer 000041,Malayalam,Kochi,enterprise,2024-11-22T00:25:12+00:00,61044.59,7136.45,debit_card,email,0.8033,0.4602,76,647,medium
f69d3fc1-7b76-5267-a2bf-2bf4c4bc8135,Customer 000042,Tamil,Kochi,SMB,2025-03-27T14:50:30+00:00,94118.25,8538.26,wallet,email,0.8872,0.5063,71,522,medium
a1c38ae2-ad81-5fa1-b064-cc67016c7dd7,Customer 000043,Marathi,Coimbatore,consumer,2024-06-23T01:27:35+00:00,3689.42,463.29,upi,whatsapp,0.7472,0.3347,0,799,low
6bfbc585-1347-5120-8041-9aca756c3abb,Customer 000044,Malayalam,Chandigarh,consumer,2024-12-25T07:27:33+00:00,11055.58,994.56,credit_card,sms,0.8067,0.3366,16,614,low
33e68f9f-64a6-51ae-89e2-07ccd585c54a,Customer 000045,Marathi,Indore,consumer,2023-08-09T00:55:21+00:00,3081.76,772.80,netbanking,email,0.7964,0.3367,88,1118,low
022c4877-e31a-5136-b3e6-ddba4beb6a97,Customer 000046,Marathi,Ahmedabad,consumer,2025-05-12T23:13:40+00:00,4295.46,991.23,debit_card,sms,0.8953,0.3889,26,476,medium
2171ba37-c21f-5265-a319-ed25b21e802f,Customer 000047,Tamil,Pune,consumer,2025-10-02T00:11:04+00:00,1861.63,353.62,upi,whatsapp,0.8384,0.2435,55,333,medium
1c0b853e-e997-5976-a90e-65eb312893f2,Customer 000048,Gujarati,Delhi,SMB,2025-04-26T03:37:46+00:00,61021.01,12783.90,upi,whatsapp,0.7310,0.6092,90,492,low
694f3cfd-fb0d-5cdc-98f2-f29514d2ef1c,Customer 000049,Hindi,Pune,SMB,2023-07-17T04:37:56+00:00,10877.61,4424.11,emi,sms,0.9186,0.5337,9,1141,critical
7cbb96e2-3b07-5a0d-beaa-b819021d6b61,Customer 000050,Hindi,Kolkata,SMB,2025-04-12T22:12:47+00:00,5424.46,3140.42,credit_card,email,0.9921,0.4382,61,506,low
b0b9b68a-458a-5056-ab4f-1bbc104128af,Customer 000051,Hinglish,Chandigarh,consumer,2025-12-07T10:48:59+00:00,1281.58,389.79,upi,whatsapp,0.7943,0.1990,9,267,high
6d817db7-9992-51aa-be7b-a01e05e0bca2,Customer 000052,Marathi,Kolkata,consumer,2024-01-27T12:42:01+00:00,4450.22,589.42,credit_card,whatsapp,0.6939,0.2819,22,947,high
a18058d8-0745-5d8f-a811-72735d66c133,Customer 000053,Hinglish,Lucknow,high_value,2023-07-11T22:07:41+00:00,189032.01,33308.05,credit_card,whatsapp,0.7615,0.5648,16,1147,critical
39526100-ed1e-57db-bc93-b46cccaac593,Customer 000054,Hinglish,Kolkata,SMB,2025-08-14T05:27:55+00:00,14430.92,1697.37,debit_card,sms,0.8225,0.5957,62,382,medium
1fec1349-23b4-5abf-8f33-177ec571f47d,Customer 000055,English,Jaipur,SMB,2025-11-25T17:43:45+00:00,26321.52,4176.66,wallet,whatsapp,0.9950,0.6217,15,279,medium
27bd37dc-5d4e-57a5-8b91-2f516c3ae53e,Customer 000056,Bengali,Chennai,consumer,2025-07-24T09:47:50+00:00,4037.23,689.82,credit_card,whatsapp,0.7853,0.2697,55,403,low
7ff0dd2f-cda8-58cc-850a-db1594171f2c,Customer 000057,Hinglish,Delhi,consumer,2026-02-23T01:25:21+00:00,4072.26,1314.16,debit_card,whatsapp,0.9623,0.4631,39,189,medium
63a6e54f-c92d-58b0-b189-3f13ee056626,Customer 000058,Telugu,Indore,SMB,2025-03-27T01:09:27+00:00,33839.10,5911.41,upi,email,0.8420,0.3303,15,522,medium
d3e644a6-708a-5637-af58-a0a622b61fe0,Customer 000059,Tamil,Jaipur,consumer,2024-07-29T04:01:01+00:00,1656.07,1291.54,credit_card,whatsapp,0.8004,0.3511,2,763,critical
361e7832-c134-5822-bdd5-46786e898985,Customer 000060,Gujarati,Chandigarh,SMB,2025-12-14T17:47:01+00:00,49931.21,4290.77,upi,whatsapp,0.8509,0.4823,13,260,low
a88c792c-8156-578f-8f0f-377adf914797,Customer 000061,Bengali,Kolkata,enterprise,2023-06-03T03:22:50+00:00,63430.56,6347.17,upi,whatsapp,0.7760,0.3255,17,1185,low
ef229269-2a9e-5c76-abe0-5de21516fcd1,Customer 000062,Malayalam,Lucknow,consumer,2023-07-20T05:55:29+00:00,2051.54,896.59,upi,whatsapp,0.8243,0.2338,15,1138,low
dfce7446-a18c-5191-8c60-9a8688ef5321,Customer 000063,Telugu,Bengaluru,consumer,2024-05-06T18:25:27+00:00,8920.20,1251.56,upi,whatsapp,0.7888,0.7278,58,847,high
6325fc22-ac70-5bc6-b8fc-24766ce666e3,Customer 000064,Hindi,Indore,high_value,2025-09-07T18:02:46+00:00,130430.20,48865.19,upi,whatsapp,0.7534,0.5711,59,358,medium
592bdf2a-5ce6-5558-84bb-f104e5aaa369,Customer 000065,Hindi,Delhi,consumer,2024-04-08T21:51:04+00:00,27210.86,2467.38,upi,whatsapp,0.8037,0.4545,29,875,medium
020c753b-ca35-5897-bb33-95035a767a66,Customer 000066,English,Ahmedabad,SMB,2025-12-15T15:37:43+00:00,3565.27,1597.72,wallet,whatsapp,0.8828,0.3376,13,259,low
6e0a3a06-b245-5905-a20e-445cca83534c,Customer 000067,Bengali,Chennai,consumer,2026-04-21T06:04:40+00:00,5633.67,1208.39,upi,sms,0.8679,0.2486,46,132,low
b6998fa9-2ccc-5e00-94cf-25c73f66fd5c,Customer 000068,English,Surat,consumer,2024-07-24T08:47:23+00:00,14633.43,1767.69,emi,whatsapp,0.6759,0.2248,13,768,low
a56ed189-ec5a-5bee-acb6-be7020e22195,Customer 000069,Marathi,Hyderabad,consumer,2023-08-02T03:05:38+00:00,1881.91,764.53,credit_card,whatsapp,0.7177,0.1667,14,1125,medium
3ecd7059-464e-57e6-a0bf-86f8d1696968,Customer 000070,Kannada,Lucknow,consumer,2025-03-22T02:26:08+00:00,849.52,249.03,netbanking,sms,0.7209,0.0800,68,527,low
c41ce733-5125-5e4d-a578-0b6bc309b949,Customer 000071,Marathi,Bengaluru,SMB,2023-04-20T10:11:29+00:00,36754.53,3700.05,netbanking,sms,0.8972,0.6081,39,1229,low
010d7e4f-802d-5cdd-9f63-fc0f0862b2a4,Customer 000072,Tamil,Lucknow,consumer,2024-06-08T16:48:41+00:00,6167.08,1682.52,credit_card,sms,0.7556,0.1798,86,814,medium
6f629899-6128-5351-99ab-af2aac76aacb,Customer 000073,Kannada,Kolkata,consumer,2023-07-18T00:33:43+00:00,11984.94,1406.43,upi,whatsapp,0.7836,0.3537,64,1140,medium
1720a5c8-54b4-5d78-adaa-bf564c558107,Customer 000074,Malayalam,Lucknow,consumer,2026-02-01T19:37:17+00:00,3903.54,593.59,upi,whatsapp,0.9603,0.3476,72,211,medium
74fab6c1-4352-510d-a042-cbc09d4de701,Customer 000075,Hinglish,Hyderabad,consumer,2023-08-27T02:15:40+00:00,3367.05,1793.71,credit_card,whatsapp,0.7948,0.2063,54,1100,high
a49eec39-1d35-5d0a-81b4-a471a9153132,Customer 000076,Malayalam,Kolkata,consumer,2025-07-27T13:24:38+00:00,1217.20,461.15,upi,whatsapp,0.8558,0.2453,68,400,high
192dcef6-b4c0-5f4a-ac91-a822205a8e1c,Customer 000077,Gujarati,Kochi,enterprise,2025-09-18T13:20:29+00:00,31765.94,11289.03,upi,email,0.9674,0.7865,21,347,low
c2767544-0c08-5481-b05d-8950713e7357,Customer 000078,Malayalam,Chennai,consumer,2025-08-08T13:23:01+00:00,1115.30,718.12,wallet,whatsapp,0.7500,0.2342,46,388,high
db97ed3a-359d-52d0-af9d-afc8cdfddbc0,Customer 000079,Tamil,Hyderabad,consumer,2024-08-02T05:49:30+00:00,7893.66,920.85,credit_card,email,0.7523,0.0800,59,759,medium
79c9e333-4b04-550a-afe9-2b2716bedbb6,Customer 000080,Marathi,Kochi,consumer,2026-02-27T06:40:41+00:00,2741.04,340.15,netbanking,whatsapp,0.8880,0.3119,21,185,low
3f24c174-c5f4-5975-be77-c5b602df6da8,Customer 000081,Bengali,Chandigarh,enterprise,2025-07-26T21:57:47+00:00,233191.52,23961.93,upi,email,0.8636,0.5797,29,401,low
9dc01626-1302-59ce-8440-aca3ce92896c,Customer 000082,Bengali,Kolkata,enterprise,2026-02-12T04:55:31+00:00,64768.43,6239.10,wallet,email,0.7313,0.7333,17,200,medium
8e613855-4025-5bff-90fa-7e6b4edeae59,Customer 000083,Marathi,Kochi,consumer,2024-10-05T17:56:20+00:00,3217.38,457.00,upi,whatsapp,0.6872,0.4088,26,695,low
1c53c396-fd11-5085-88e9-73e3fe7ab5a4,Customer 000084,Bengali,Indore,consumer,2023-01-18T05:07:20+00:00,7334.50,841.29,upi,whatsapp,0.8140,0.4196,8,1321,high
f7b3a9b7-a045-53e4-a22b-e03b82c737e1,Customer 000085,Tamil,Delhi,enterprise,2024-08-16T20:48:54+00:00,46005.30,7016.88,emi,whatsapp,0.9950,0.4457,49,745,low
845272c4-b3cc-5dc1-88ba-15a98085e908,Customer 000086,Gujarati,Surat,consumer,2024-12-24T16:24:21+00:00,6851.60,1142.85,upi,email,0.8328,0.7638,66,615,medium
53364132-9468-5013-af69-1fdc273af02b,Customer 000087,Bengali,Coimbatore,consumer,2026-03-08T01:18:43+00:00,2901.25,667.19,credit_card,sms,0.8233,0.3122,85,176,medium
3b168974-bc07-5e79-9064-d22f40d15a22,Customer 000088,Telugu,Chandigarh,SMB,2024-02-09T11:47:37+00:00,20203.05,3609.34,upi,email,0.8394,0.4790,17,934,low
3f5b8e56-2b3c-5fce-8d68-6607e2f99d22,Customer 000089,Tamil,Delhi,consumer,2024-07-01T19:33:25+00:00,1735.89,723.24,emi,whatsapp,0.5708,0.6143,73,791,low
37a41fd2-2384-5af3-ae53-91c2fead60a3,Customer 000090,Tamil,Ahmedabad,enterprise,2023-11-20T11:22:57+00:00,61801.51,19062.09,upi,email,0.8089,0.3647,89,1015,critical
ec1d0c07-96fe-5f9e-8a77-250a663c3f08,Customer 000091,Hinglish,Surat,consumer,2023-01-22T05:04:14+00:00,11270.50,1529.09,upi,whatsapp,0.7857,0.4552,20,1317,low
ce98248b-4966-5a4a-b725-bf82e05c1a39,Customer 000092,Malayalam,Delhi,SMB,2026-03-16T14:24:41+00:00,36419.40,3773.73,emi,whatsapp,0.7754,0.4241,21,168,high
c7cc5a68-cf36-54a5-92da-0f1c574dfbd2,Customer 000093,Malayalam,Kochi,consumer,2024-09-03T09:39:10+00:00,9448.23,787.95,credit_card,whatsapp,0.9460,0.5311,78,727,high
db3dacf7-509f-562a-a6a9-7c2ee62f05e5,Customer 000094,Malayalam,Pune,SMB,2024-07-20T18:08:44+00:00,7763.32,2481.33,upi,email,0.8859,0.6154,66,772,medium
c42bddfd-3972-5853-94f8-f0439dfd367e,Customer 000095,Gujarati,Kolkata,consumer,2023-01-01T16:59:38+00:00,16282.70,1636.41,debit_card,whatsapp,0.7944,0.3809,54,1338,low
d53c1d68-de4d-537b-b7c2-606df4228c65,Customer 000096,Kannada,Kochi,consumer,2026-02-07T06:29:05+00:00,2214.69,680.53,debit_card,whatsapp,0.8171,0.6337,69,205,low
2fe2500a-c20f-50cb-9a0a-36ce26a44a69,Customer 000097,Tamil,Indore,consumer,2024-05-05T17:59:25+00:00,722.63,409.34,debit_card,whatsapp,0.7806,0.5822,87,848,high
061af7b0-5d5d-5208-84db-f67cc5befe3e,Customer 000098,English,Mumbai,consumer,2025-02-16T19:59:03+00:00,5723.52,1070.19,upi,whatsapp,0.7540,0.4508,16,561,low
20f2e945-4f36-55dc-9bbb-010a1ffef57c,Customer 000099,Tamil,Indore,consumer,2024-09-11T16:31:46+00:00,4811.02,576.94,netbanking,sms,0.7055,0.5584,2,719,low
a6f21c4e-45c6-56e9-9eae-087beb37475d,Customer 000100,Hinglish,Delhi,SMB,2023-05-29T14:39:06+00:00,30017.16,6125.16,upi,sms,0.9794,0.4867,49,1190,low
d0c89a3d-3901-512d-ae0f-804c0c15b5fe,Customer 000101,Tamil,Pune,enterprise,2023-07-04T17:45:25+00:00,293399.25,50021.23,upi,sms,0.7896,0.5854,16,1154,low
4a2fd909-d1e8-5f5c-94f0-da11fab3fbd0,Customer 000102,Tamil,Kochi,consumer,2024-03-14T06:35:58+00:00,6596.43,1856.53,upi,whatsapp,0.6895,0.3005,85,900,medium
7c7d0369-fa4b-5631-a5a8-97a70da085dc,Customer 000103,Bengali,Delhi,consumer,2025-09-21T19:01:23+00:00,3296.80,930.66,upi,email,0.7048,0.2434,61,344,low
d53cda15-742e-565e-b175-8bc47e82de78,Customer 000104,Bengali,Kochi,consumer,2023-09-04T23:47:58+00:00,7034.08,778.11,debit_card,whatsapp,0.7121,0.5059,56,1092,low
d626e838-04d8-5c1f-a8a0-6dae873a8664,Customer 000105,Gujarati,Delhi,consumer,2025-01-20T23:12:44+00:00,4751.58,1147.53,credit_card,whatsapp,0.7682,0.6447,65,588,medium
0d75f276-ca59-5481-9d64-bee587f260ec,Customer 000106,Bengali,Kochi,SMB,2024-04-17T02:40:46+00:00,14694.65,11189.40,upi,whatsapp,0.9308,0.4643,70,866,low
92e6c35d-6711-520c-a364-2ee0806d22d5,Customer 000107,Hinglish,Coimbatore,SMB,2024-01-27T13:01:49+00:00,100527.49,20188.57,upi,whatsapp,0.9642,0.7122,61,947,low
ca21cdb5-8e64-594a-b771-17040d4e738a,Customer 000108,Tamil,Mumbai,SMB,2024-01-01T00:08:18+00:00,33752.92,2921.92,credit_card,email,0.9418,0.4761,88,973,high
bee4dcfe-89e8-51ec-aa99-1921c74166c9,Customer 000109,Telugu,Indore,consumer,2023-07-24T03:54:41+00:00,9835.09,994.19,wallet,whatsapp,0.7888,0.2060,41,1134,low
a91013c2-81ba-59a6-afe6-1b0e75baa22e,Customer 000110,Gujarati,Pune,SMB,2023-08-31T10:23:41+00:00,18631.16,2631.33,credit_card,email,0.8104,0.5689,49,1096,medium
c142e9f0-8e8b-5297-9bc4-1a8aab116f14,Customer 000111,Malayalam,Lucknow,consumer,2025-09-01T22:15:25+00:00,8805.21,789.49,upi,whatsapp,0.7621,0.4751,68,364,medium
079250ee-3fab-5da3-b11b-67adbb7db411,Customer 000112,English,Chennai,consumer,2023-09-25T10:18:08+00:00,9336.02,893.56,upi,sms,0.7891,0.6815,8,1071,low
06907006-7942-5405-8e4c-07d2712840ce,Customer 000113,Hindi,Delhi,consumer,2026-01-01T16:11:27+00:00,5374.56,454.11,upi,email,0.9377,0.5682,6,242,low
9b4275a9-2820-58c4-b7b6-5c2a737e6af4,Customer 000114,Hindi,Hyderabad,consumer,2026-03-25T11:35:10+00:00,6759.31,694.85,upi,email,0.8470,0.5237,64,159,medium
b5ac3c1c-ad22-514d-87f6-e020798bfb70,Customer 000115,Kannada,Hyderabad,consumer,2023-07-10T02:55:59+00:00,3255.14,333.94,upi,whatsapp,0.8368,0.3183,60,1148,low
50c791d1-413a-565e-9284-9f9b909f7dc9,Customer 000116,Telugu,Kolkata,consumer,2023-03-23T22:23:57+00:00,4165.27,1515.50,upi,email,0.9245,0.5037,10,1257,medium
e18be8fe-15b6-5c6b-b707-c335338220fd,Customer 000117,Telugu,Coimbatore,consumer,2024-06-24T23:53:28+00:00,7233.34,675.74,debit_card,email,0.9586,0.3969,62,798,low
ca9ca3e9-4432-56ab-82d0-a5490a755873,Customer 000118,Tamil,Delhi,consumer,2023-01-06T05:02:43+00:00,6807.77,1685.08,credit_card,email,0.8418,0.4154,74,1333,medium
8537991e-504c-5768-ad87-c354bbf7dc28,Customer 000119,Telugu,Surat,consumer,2023-04-11T16:46:26+00:00,3659.58,378.47,upi,whatsapp,0.5872,0.2261,31,1238,medium
bd1e38e0-75af-5e44-9662-9e2d6e0ab6f8,Customer 000120,Malayalam,Indore,consumer,2023-08-15T14:37:00+00:00,1169.71,627.76,upi,whatsapp,0.7793,0.2837,70,1112,high
3423dbb5-33bd-59a4-8258-97a3095793e3,Customer 000121,Hinglish,Chandigarh,consumer,2025-06-13T00:35:48+00:00,702.87,388.90,upi,email,0.7844,0.7095,31,444,medium
8be70f26-6c92-54f5-8caf-eb45bfd390ef,Customer 000122,Kannada,Indore,SMB,2024-08-13T23:59:08+00:00,3284.30,1330.61,upi,whatsapp,0.8687,0.5525,48,747,medium
18614c9b-4c69-58a7-a2a8-e0499b483037,Customer 000123,Gujarati,Chennai,consumer,2023-07-19T07:07:14+00:00,2423.22,376.77,netbanking,sms,0.7743,0.3795,5,1139,medium
7ea32783-cced-53d5-9326-9896bf36a1e0,Customer 000124,Hindi,Jaipur,consumer,2024-11-22T12:26:47+00:00,2746.98,658.68,upi,whatsapp,0.9007,0.3061,27,647,medium
d74bceac-fa11-5409-afc2-ee43fc525d22,Customer 000125,Hinglish,Kolkata,consumer,2024-01-05T04:20:46+00:00,11770.52,2011.06,upi,whatsapp,0.9120,0.2782,43,969,medium
06c6a080-2cf5-5845-94c7-cad91e4d0508,Customer 000126,Marathi,Pune,consumer,2024-01-08T18:05:13+00:00,6144.05,734.35,debit_card,whatsapp,0.6112,0.4425,66,966,low
784d02c3-17cd-5570-ac50-5c93ad0c7f03,Customer 000127,Telugu,Chandigarh,SMB,2024-01-29T18:35:53+00:00,49774.50,5662.71,wallet,whatsapp,0.9455,0.5818,62,945,high
cf98898c-3bad-534d-8b75-40af2afe6329,Customer 000128,Bengali,Kochi,consumer,2025-04-01T21:25:24+00:00,6316.64,638.83,emi,email,0.6542,0.3954,17,517,medium
eca12779-2b1f-511d-85bf-4bf07ba03fbd,Customer 000129,Malayalam,Bengaluru,consumer,2024-06-26T13:11:56+00:00,6227.25,565.46,emi,whatsapp,0.6311,0.4764,33,796,medium
342431ca-2d75-505e-8c66-b1040fd34095,Customer 000130,Malayalam,Indore,consumer,2024-06-10T09:44:29+00:00,13779.41,2405.71,wallet,whatsapp,0.8639,0.2780,41,812,high
761b4791-557e-5df2-9dbf-8ed2a8b75f7c,Customer 000131,Gujarati,Chandigarh,consumer,2024-08-13T06:36:14+00:00,10867.69,1198.38,debit_card,email,0.6009,0.2204,58,748,high
d73c5818-c9cb-57b3-a5bb-40c30381f764,Customer 000132,Tamil,Kochi,consumer,2023-07-03T04:24:24+00:00,3140.42,627.99,credit_card,email,0.8602,0.1915,18,1155,low
f9a861c6-dfaf-5b94-936e-a7dad255a863,Customer 000133,Gujarati,Bengaluru,enterprise,2024-02-11T04:58:09+00:00,52849.48,13795.68,debit_card,whatsapp,0.8450,0.4676,36,932,low
47bdd112-59d0-54fb-9b85-423e60491c40,Customer 000134,Tamil,Indore,enterprise,2024-09-09T15:06:01+00:00,232117.55,24372.18,upi,sms,0.8386,0.6861,46,721,low
e307d3a1-4884-5011-a698-b038e7466906,Customer 000135,Hinglish,Lucknow,consumer,2023-01-13T22:06:51+00:00,4439.79,1076.86,credit_card,sms,0.7622,0.3890,80,1326,low
99f7ee41-61ca-5f62-8364-74358bb622b5,Customer 000136,Hindi,Kolkata,SMB,2023-03-19T22:28:00+00:00,11968.91,4956.52,netbanking,sms,0.9950,0.5025,70,1261,low
f579912a-ac1c-57f4-96a4-8355ad68b1bf,Customer 000137,Telugu,Delhi,consumer,2025-01-29T11:25:31+00:00,1667.94,1164.26,upi,whatsapp,0.8876,0.4127,76,579,high
