session_id,customer_id,cart_value,items,started_at,payment_attempted,payment_method_attempted,abandoned_at,status,device
ed6059c3-1a03-4d02-a10c-640c02121279,4a09bc65-17dc-50d9-85c9-320d02f3c627,6176.23,4,2024-07-01T14:54:33+00:00,true,upi,,completed,android
cac8ec7b-d1e5-436e-8465-91a1cba1d50c,45e18c40-3a98-584c-a53c-8fea5eeb50c0,1575.93,5,2023-07-15T10:16:27+00:00,true,credit_card,,completed,web
f08c559a-1148-40cc-94cd-57ae39dbe67e,8d412844-381e-52f3-9601-c1fa1d8f011d,874.64,4,2024-07-22T11:36:03+00:00,false,,2024-07-22T11:51:03+00:00,abandoned,android
dd1dcbbf-1323-4ae6-a738-5725c4e78ca6,2dbd8e9a-7ba2-5bd5-a732-e870d473d7e8,739.78,6,2024-10-26T13:02:52+00:00,false,,2024-10-26T13:11:52+00:00,abandoned,ios
9b86fd19-1353-49de-ab15-bb35a9659ca7,1e4ef5b8-e0b9-58ac-89a7-edcb33b7946b,2305.64,1,2023-08-26T17:30:04+00:00,true,upi,,completed,web
c55f98fb-2075-48d9-97e5-6a7a17d0d996,ad1465be-6cf8-5631-b709-95124ed9a380,2229.78,8,2023-09-13T20:35:06+00:00,true,debit_card,,completed,web
0f9e8626-4de6-470d-a3d9-d37c7c84a0fa,f2696288-b5d4-57d3-8744-e22f3eb1a86d,1403.92,8,2024-04-21T03:22:55+00:00,true,debit_card,,completed,android
66bf81bb-81f8-46a6-b7c9-e700ada06c48,a9a31f1a-e9b0-57ff-9ae1-16c11a0a1636,693.46,6,2024-12-02T00:33:43+00:00,true,upi,,completed,ios
5df84d99-a7d5-4744-b2e4-092fad59193e,1cb55fd8-5c17-56f0-852a-ede4303a3439,2668.72,2,2024-02-13T20:31:29+00:00,true,upi,,completed,web
379163ab-967c-4c38-b610-3fe9732f17be,feeddbab-c8a9-5d90-8943-56a3b98ef642,282.74,3,2024-10-21T02:42:27+00:00,true,netbanking,,completed,android
1cb9af59-9f23-473f-9fc3-4170526c3cf4,fb7af239-7779-5349-a3a7-80f168dc2b61,531.31,7,2023-12-24T04:01:21+00:00,true,emi,,completed,ios
aa958154-6b10-433c-bfd5-51bf0f51fdc3,9be59311-f0d8-5806-be9d-59bc3bc0fb25,2702.27,3,2023-10-13T10:56:57+00:00,true,credit_card,,completed,ios
1b38f434-960b-4171-b98f-9ef5d03afc56,52510922-13f1-5fca-8f7b-9484d0612b37,4279.55,3,2024-11-30T06:16:55+00:00,true,upi,2024-11-30T07:42:55+00:00,abandoned,android
5da4cfb8-f7a0-43ae-b256-20b4fbd9c6b2,fa9c4b6b-a209-517f-9049-6b04e4bbdf98,7763.64,3,2024-11-24T01:54:12+00:00,false,,2024-11-24T03:37:12+00:00,abandoned,android
6e6d3f6b-fbb8-438c-98e6-d7ec6d2eea2c,34a083cb-f6ac-5ed6-9d4a-a6fa651d748d,2789.76,5,2024-11-09T01:21:27+00:00,false,,2024-11-09T04:19:27+00:00,abandoned,android
f90771e8-7a8e-4411-a5ef-810730cd8320,a3622366-8082-50cd-aabc-6470fb0455e5,582.12,7,2024-10-09T20:54:52+00:00,false,,2024-10-09T23:12:52+00:00,abandoned,android
d2c55e1b-a6f0-49a8-828a-7bd4c19a8aad,5163bcbc-7ea4-508f-adbc-200a6bcb43d2,1650.40,1,2024-11-14T02:49:17+00:00,true,netbanking,,completed,web
26a2b49b-4d67-4a91-96ff-682f85c5e31a,7de24c80-72f1-58aa-9bcb-dec2944b2f57,2047.22,1,2024-09-03T10:32:19+00:00,false,,2024-09-03T12:35:19+00:00,abandoned,android
eae42f4c-66e9-4816-8dae-9a36f50c3cbd,d67a68f7-6bfb-5e8d-a355-2c1084168105,292.55,6,2024-04-20T09:51:59+00:00,false,,2024-04-20T11:20:59+00:00,abandoned,ios
83ba54c9-8703-4f67-a570-a8ccd0b44c9e,d3365eeb-b85b-5146-b3d7-80715e9168f6,53093.14,7,2024-07-05T14:04:57+00:00,true,upi,,completed,ios
f92413c1-bbf5-4d18-a693-4a352a58e8b0,9908f4c1-b95e-5d86-9a79-d15e66e629ab,1976.32,1,2024-09-26T03:40:05+00:00,true,upi,2024-09-26T06:17:05+00:00,abandoned,web
80d3bd31-b645-4c13-8fef-84dad068e494,be50ffff-d937-5e90-a4d4-cbe5887ba4a9,2438.91,8,2023-10-10T07:58:20+00:00,false,,2023-10-10T09:27:20+00:00,abandoned,web
daba6d25-c97d-4ceb-aa0e-bb1e6000fd23,f2238f71-d852-5aab-bb72-b0be89d67c4b,1162.81,6,2024-04-22T19:54:31+00:00,true,emi,2024-04-22T22:04:31+00:00,abandoned,tablet
51153c89-2d88-408d-aebc-b473077aa5b9,1d749189-f203-554c-b30e-9b21f0d1c06b,1254.91,8,2023-12-24T09:56:52+00:00,false,,2023-12-24T10:47:52+00:00,abandoned,android
173c3a68-dfbd-48e9-8173-dc5a466063ef,a82148d0-01b1-58ec-94d8-9885e541af35,3934.30,4,2024-03-15T10:38:01+00:00,true,upi,,completed,web
3dd711b1-b001-4486-9e5c-8b3b0c32dd01,d61d2d01-21ef-5926-890c-9a19da5280de,2120.21,5,2024-09-24T01:53:06+00:00,true,emi,,completed,android
1128edec-d215-4afa-8237-f79e6fd6d240,418e29f1-bd48-5f04-8943-1c8db22a139f,922.90,2,2023-10-10T13:55:48+00:00,true,upi,,completed,ios
4a90b2dd-bd82-4fe9-b4b7-5ff0556f329d,e8e20fa6-8dae-514c-9a16-6f42d631ebb6,3601.26,2,2024-10-31T11:13:00+00:00,false,,2024-10-31T14:05:00+00:00,abandoned,web
086f144c-2f9e-4bcc-9e6b-26768f048117,e36ae0e1-0835-5a8a-8db3-db6fbae817a8,5384.52,8,2024-08-17T23:25:46+00:00,true,upi,,completed,ios
e9f838e5-038e-4bc6-bdf2-863285abc6b4,10681c85-b54b-5ef9-88f5-99789b1efe57,403.43,7,2023-10-08T23:05:17+00:00,true,debit_card,,completed,ios
b1c2a7ae-4eb9-4cf1-b4d9-ff7ad15f9fb6,2d2b897d-78a9-52c2-8a33-eaca2ea44ffa,1104.16,5,2024-06-02T11:45:45+00:00,false,,2024-06-02T12:07:45+00:00,abandoned,android
2b04f0f0-ffbe-469c-8b8b-e574980ef59e,eb830a62-6bbe-55a9-b967-fb379496bdab,1630.02,8,2024-07-08T20:12:35+00:00,false,,2024-07-08T21:59:35+00:00,abandoned,web
c9c55920-9426-414e-a136-0426b569f0e5,f1143ea7-7253-5117-b0bb-1440fc074a53,3357.09,7,2024-12-04T02:36:09+00:00,true,debit_card,,completed,ios
192823bc-ee78-4664-8c65-6b983ef0715c,89f90a02-8f92-5baa-962a-c8f7dc70390e,2255.19,3,2024-01-06T21:12:00+00:00,true,upi,2024-01-06T22:00:00+00:00,abandoned,ios
6708ec77-2071-4d4a-a1b3-904dbca0a881,e8bb716d-3304-5430-8c61-16ddf68aa57f,3377.12,6,2024-07-17T12:11:00+00:00,true,upi,,completed,web
dd9d0be7-b8bd-49f5-a0ee-d30531bcfd5b,f985e387-b0f8-5870-96f3-8b9ba80efc74,1146.91,5,2023-11-27T10:39:29+00:00,true,credit_card,,completed,tablet
959d7dba-3c2e-4b70-8722-934d2cfe3cf7,3297cd00-9b59-5b71-a50e-412d7809450d,1075.68,6,2024-10-14T22:02:39+00:00,true,upi,,completed,web
9d1b2359-16dc-49ab-9258-5c1be98f3bab,89db4ee2-603e-502c-b40d-d07182f0cc53,32940.98,6,2024-11-06T09:49:12+00:00,true,upi,,completed,web
5e0e0cb7-cd16-4a61-b5ca-5c58833a6fdd,edb53573-ed78-55e6-8b51-64e92ee0777a,28216.90,5,2024-02-02T12:32:07+00:00,true,emi,,completed,ios
0e57a7fc-4d23-4888-92f2-8e5b63120822,add26091-d5cd-54d6-9af2-da7f52fc3494,1108.41,7,2024-08-25T21:47:05+00:00,false,,2024-08-25T23:00:05+00:00,abandoned,android
20d19093-b18f-4a51-8403-1a34b5d3e2bb,9030af2e-ff1c-576a-9fa6-1b3fb5c5eb23,34360.02,5,2024-07-21T12:40:45+00:00,true,credit_card,,completed,web
9320c4c8-b4de-4c7c-a1ed-3e938b9db095,52ef0809-5b59-51da-aebf-8f986b119772,6252.63,8,2024-11-09T00:33:15+00:00,true,netbanking,2024-11-09T01:33:15+00:00,abandoned,android
5eed9ea3-656f-4c8e-8197-9d714d024878,1bbaba07-0c88-5f17-8c0c-b6a797aa9ba7,25634.89,6,2024-02-15T16:33:40+00:00,true,wallet,2024-02-15T17:45:40+00:00,abandoned,web
fb0dc45e-bfa8-465f-b9be-a8c4f4c21eee,540640c2-8249-5ad9-9f0b-c4ceaa1750f2,39010.61,3,2023-11-08T06:58:19+00:00,false,,2023-11-08T07:43:19+00:00,abandoned,ios
6eb11a18-5a9a-4d50-ab2f-ffdef8af652d,47f5c743-a021-5e90-aed8-9d506b1f09f5,2148.50,6,2024-05-26T14:28:57+00:00,true,debit_card,,completed,android
7801b8d8-60e4-445a-b8e5-333d194cd015,7c408c45-afac-5c49-b86e-39c293140b7f,2011.29,6,2024-06-29T14:30:14+00:00,true,netbanking,,completed,ios
6383a958-8303-49bf-8c51-298909ec7d0b,e57a0355-eec1-52df-a0f3-ab569f300dde,16174.04,4,2024-06-04T18:41:38+00:00,true,debit_card,2024-06-04T21:18:38+00:00,abandoned,ios
2f1ed97d-1281-4325-b668-b6c36c2140dc,f07aab4a-ccd5-5ad9-bf5f-99d5e02ab98f,3043.64,4,2023-09-30T12:13:29+00:00,false,,2023-09-30T13:36:29+00:00,abandoned,android
e0ed8e56-f6ca-4218-bcb9-5baf4cc79f43,adb5b76a-e76a-502d-9f22-b8cbffbe776a,2358.75,4,2023-08-04T14:21:53+00:00,true,wallet,,completed,web
564a5052-df9c-4705-a34a-19c1a74ec3ed,d8c33c04-3836-5ec1-bf71-43b1a04c640b,1382.72,2,2024-08-07T04:15:26+00:00,false,,2024-08-07T05:14:26+00:00,abandoned,android
44117fff-9094-4df5-ba09-57dcdd34e166,844d07af-7f7b-573d-87b8-28096519753d,2297.35,3,2024-07-25T07:18:34+00:00,false,,2024-07-25T07:49:34+00:00,abandoned,web
716dd850-f8a9-4a73-b75e-a09b727be9a0,1eb7b40f-1ef2-5b90-9ee1-a35a44ffca72,1082.52,4,2024-09-04T22:03:18+00:00,true,upi,,completed,android
978e352d-8202-4f2b-b9b2-c6cb524e03b2,fcc64e74-52ee-511d-b187-b42bea2cd191,907.44,5,2024-05-07T00:17:09+00:00,true,upi,2024-05-07T00:31:09+00:00,abandoned,web
6ff83e9f-d762-4424-b58a-627f37531656,d4a031b8-6f2a-5657-8838-826d0c6c8e46,789.16,8,2024-11-09T01:25:01+00:00,true,upi,,completed,web
6be62539-6b13-407d-be3a-2a97f87fca85,4a2b9881-5af1-57bb-acd8-76bf67c7193e,2556.23,8,2024-10-04T04:59:14+00:00,false,,2024-10-04T06:40:14+00:00,abandoned,ios
04ffebd7-905a-49a9-abfe-12c89895fe60,1b56aea9-4de7-50e1-85de-c2691a801db0,3004.46,1,2024-11-16T16:07:08+00:00,false,,2024-11-16T17:10:08+00:00,abandoned,ios
5f7100da-72af-4d33-8103-cee4190c2632,1cb400eb-3ddf-57d6-9694-35d5e3a82260,977.38,6,2024-08-11T18:44:42+00:00,true,upi,,completed,ios
06c65692-6f9d-4408-a48f-d94426613d6a,02df404f-8ed6-5bd9-a457-8a57c1d57da4,1103.67,2,2024-07-06T04:39:37+00:00,true,upi,,completed,android
d003fb9c-22df-4a47-9455-d3d07f1d9007,367ec1e1-e53a-59d8-aa33-4417b713f2d4,682.58,1,2023-10-07T01:00:25+00:00,true,upi,2023-10-07T03:20:25+00:00,abandoned,web
1769a132-b965-433c-a4e3-b5d59fe578ed,3346587f-948d-586a-80ae-6d1c6bde76fa,3948.63,1,2024-12-07T06:54:52+00:00,true,upi,,completed,ios
c7bbacc9-3bef-4a5b-b847-d6bf89aa5702,c196f682-2fad-5025-804e-f0e9e5ccd6b7,1702.56,5,2023-06-09T23:57:48+00:00,false,,2023-06-10T02:42:48+00:00,abandoned,web
13343a31-24a6-4b48-9600-c4f13164c678,6fc630a1-0bbb-5bf4-98b3-4f6a6eda32df,1147.64,4,2023-04-06T07:11:03+00:00,true,upi,,completed,ios
b0e1ae56-0dbb-4b38-b3a3-52cbb4420db9,8ee2009d-5ec8-521a-9410-da5f0497d49e,8982.28,5,2024-10-17T17:59:24+00:00,true,upi,,completed,android
75773354-7fd6-411a-947e-07ef7f2da7c3,26d84d8b-68ce-5ba0-899a-5508199dba32,2634.28,3,2024-05-09T06:27:58+00:00,true,credit_card,,completed,android
40defcdb-0e36-4109-aff2-394bb687ce07,e9e3caa5-628d-5bf7-8d9b-e5f3b60846f9,3223.11,4,2024-01-12T05:51:10+00:00,false,,2024-01-12T07:35:10+00:00,abandoned,android
70f0cab8-8b1d-4893-9d1f-802cac29039b,8eee803b-76a1-58a6-b60a-909eda4fd707,4645.49,5,2024-10-20T16:49:39+00:00,true,debit_card,,completed,android
980b66ce-71f5-4848-8e98-4e8f12d8e08b,ac4514d3-ce95-5f91-a9f1-9f56d012092a,1551.69,2,2024-06-10T17:49:43+00:00,true,emi,,completed,android
7f65fa1d-f1d7-4302-8f8b-9e0ed46f2bc0,28874623-a33c-559d-952d-3804ecb57fec,1984.06,8,2024-03-31T00:56:00+00:00,true,upi,2024-03-31T02:36:00+00:00,abandoned,android
05f17878-cfe3-428b-ba26-fd3dae7f4896,ec329cb8-8eeb-56a7-a9a0-c8d48c5cd97a,3187.08,4,2024-11-10T07:34:12+00:00,false,,2024-11-10T09:21:12+00:00,abandoned,android
8f6e4de9-0efc-4942-bd03-d2e68e65b099,27ad6989-e343-5c1d-a125-344ac27daa33,2607.95,5,2024-01-08T11:35:08+00:00,true,upi,,completed,web
bfbc8257-1aaa-4037-a954-99572630e308,c7dcabc2-4e76-548c-b16b-b895e1890deb,1399.32,5,2024-08-13T17:07:27+00:00,false,,2024-08-13T17:38:27+00:00,abandoned,android
23b3aabe-fe09-4a8b-aeed-7419bec65b35,af140ccb-fed1-500f-a34c-911bfb49e954,968.44,3,2024-09-04T04:12:52+00:00,true,upi,,completed,web
9ad1af48-8fe3-4fec-a510-d8abfe079173,6d6b07c0-478d-5c7f-b051-47d3698457d0,35196.51,8,2024-10-03T16:42:54+00:00,true,credit_card,,completed,web
e317ecef-32d1-46fb-afdc-e16b4c97f7b1,385f6957-718a-5841-b153-1c61d4b8e8ed,854.84,8,2023-09-10T12:43:45+00:00,false,,2023-09-10T13:52:45+00:00,abandoned,ios
e865cc2a-7417-4ca1-845f-db1e598a17b5,114b57da-4b84-53d6-aae3-48fd6a7c8665,595.84,5,2023-11-08T13:48:56+00:00,false,,2023-11-08T15:02:56+00:00,abandoned,android
51c19553-4b3f-46f8-8a5f-a2e9ccce1770,2637f15d-f8a1-5306-86e5-02b2eb92045b,2769.49,7,2024-04-10T07:06:23+00:00,true,debit_card,,completed,android
aff644a3-31ce-49fa-b763-e20c1ecccc4c,44b3442c-74b9-5f5e-84d0-6fbb6ed7b33e,359.97,1,2023-08-03T18:56:20+00:00,true,credit_card,2023-08-03T21:49:20+00:00,abandoned,android
17d75781-34cd-4c0e-bce7-052bafa10ac1,4904c6d6-7d6e-5804-a247-4a4e4856402b,618.72,7,2024-11-10T19:46:17+00:00,false,,2024-11-10T22:00:17+00:00,abandoned,android
6f215122-aee5-4d7a-9411-4504d096f8e0,baed8030-29e4-506f-8a5c-eb754bff4c22,5016.66,4,2024-10-19T09:21:57+00:00,true,debit_card,,completed,tablet
99aa9302-7d04-4ba0-9fba-d3236612f3e4,4b88985d-96e3-5934-8785-195ae69d2e13,1746.30,6,2023-10-06T15:30:00+00:00,true,debit_card,2023-10-06T16:07:00+00:00,abandoned,web
101cac46-69de-4abe-8644-6eb6e97074f6,2a364c13-8251-514f-84e0-636ebd8cbdf0,2975.59,7,2024-11-29T23:53:33+00:00,true,credit_card,,completed,android
0b8a5c1d-fb18-48ff-b0b6-8677a8fb1094,4c3856d6-0712-5003-b573-7ec5967e7e13,1126.62,5,2024-12-28T09:13:24+00:00,true,debit_card,2024-12-28T11:28:24+00:00,abandoned,android
e6662130-fabe-4b0f-9f6a-4f04c98e3852,2f2fa256-88df-58cd-b0a1-4c2ab1d1c298,865.56,2,2024-09-05T20:20:25+00:00,false,,2024-09-05T23:09:25+00:00,abandoned,android
91975d32-47ef-485e-b7c7-24b241d3e14e,72ba76e9-267e-5f21-b2d4-97b894a1c5d5,1094.17,8,2024-07-18T03:59:14+00:00,true,upi,,completed,android
c28551da-b939-4087-9752-ac6da09c74dc,22ec69ad-edb4-500b-9933-c0c318b957a9,814.93,6,2024-11-05T05:59:49+00:00,true,upi,,completed,web
0409a784-b860-4767-8c82-06a1fcf9a4ca,868590de-7042-5c16-8601-32e4e33e254a,1619.20,3,2024-06-06T02:30:11+00:00,true,emi,2024-06-06T05:21:11+00:00,abandoned,ios
a2bc3542-73af-4564-b3b9-e3be330e6153,f545d9d5-7a16-59ed-b681-c49f312a7d2f,1572.41,8,2024-05-25T09:06:42+00:00,true,upi,,completed,android
7931979b-59d4-4f54-a340-908664e0a004,fa995289-896a-556b-a99d-0f7234ce9728,826.35,4,2024-06-05T15:30:46+00:00,true,wallet,,completed,tablet
2716eb3e-6ecf-422a-9ef6-3851898399dc,032e8abb-0cf9-5af5-8b03-8c1dc73c4468,3832.87,6,2024-09-13T18:16:07+00:00,true,upi,,completed,android
973b809c-69bd-4ca1-83ac-228936a582cf,1875d84b-34dd-5425-869a-2739f30965d7,9757.36,6,2024-05-24T16:12:21+00:00,true,upi,2024-05-24T17:32:21+00:00,abandoned,ios
e1e8f3f6-c069-44a4-9c72-8ae81be3d6c5,a80216ad-4b39-58f1-9d26-87ffecb2e2cb,18742.82,8,2023-04-14T15:08:58+00:00,true,credit_card,2023-04-14T16:54:58+00:00,abandoned,android
f9dfcd47-8add-42e8-86ff-06e89db8b9e3,7c00f455-f3d7-54d6-9e08-bdcb889608f6,24558.68,2,2024-12-24T21:02:13+00:00,true,debit_card,,completed,ios
d1574980-307d-45f3-9fe3-db02e747c58e,d3c1d8e6-668c-52e4-aa09-8fe825f77624,7157.13,6,2024-11-13T21:53:24+00:00,true,debit_card,,completed,android
b526ed0a-1159-4722-b855-c902f926bbd0,5a2d496d-1786-53bf-bc8f-57b94055a859,227.25,1,2024-09-26T14:17:23+00:00,false,,2024-09-26T16:18:23+00:00,abandoned,android
0ab8e683-69e9-4a71-b51f-e54d1bbe9c54,5962a330-295a-5af1-b4a1-2ec0aac8078b,8753.75,4,2023-07-20T02:39:59+00:00,true,netbanking,2023-07-20T03:01:59+00:00,abandoned,ios
e526c99d-9ccb-492f-8c09-24e071481e64,88bd275d-1b64-598b-965f-d403f5b7d00f,155181.88,6,2024-11-17T23:32:04+00:00,true,credit_card,2024-11-18T01:10:04+00:00,abandoned,ios
59e9a6a8-5e34-4cb9-b213-2c988b3e0d95,a809cf9e-00f6-5846-a051-7321738ca732,2607.37,8,2023-11-28T23:54:53+00:00,true,credit_card,,completed,web
f28fdbf4-7304-496d-a885-ebb8536e5d23,192b37a0-60b1-5300-b208-9092a8c2344c,2121.23,7,2024-12-07T10:55:57+00:00,true,emi,2024-12-07T12:31:57+00:00,abandoned,web
6bd96005-d551-4102-a5dc-ebd44f1fc3fc,9ff91169-311f-59da-aa9c-0e1506b13009,336.36,2,2024-07-25T20:51:23+00:00,true,upi,2024-07-25T23:48:23+00:00,abandoned,web
a49e1994-1f16-490f-b395-62b749595a00,0e33697d-5b86-561d-a147-2c719a7640ec,2265.44,4,2023-11-16T12:45:21+00:00,false,,2023-11-16T15:32:21+00:00,abandoned,android
f012912a-00a1-4cf4-9a53-83103e65a239,fa9c7105-4184-51d6-bd65-76c77108a123,1061.88,3,2023-06-01T10:45:25+00:00,true,upi,,completed,ios
85b80e85-c865-4516-8b0b-3d1db2f937c7,08e6d736-7417-5c44-9a0f-20aa7468017e,1727.41,7,2024-03-27T09:22:45+00:00,true,upi,2024-03-27T10:49:45+00:00,abandoned,android
529c7f2b-33a9-4ec4-8b6f-1c3eb33e500a,82f83618-3f6c-5e03-90bb-9a3b935cc371,2025.17,7,2024-05-05T03:35:24+00:00,true,upi,,completed,android
8600cd65-d034-4ef8-902f-a45af83b4cfe,0a338423-9627-5654-8719-754dfa20f6f6,678.30,2,2024-05-29T09:16:18+00:00,false,,2024-05-29T11:57:18+00:00,abandoned,android
a329d431-4c7a-4ead-b1f8-45ca644679dd,75a2ab3a-c38c-5261-92a7-080e90393adf,1895.83,1,2024-11-16T04:59:05+00:00,true,credit_card,,completed,web
5a5e7aa7-607e-40a1-ba04-8d3a7a58ae9b,9e629a11-42a3-5b6c-93df-cc004f5ae6a0,1570.01,7,2024-02-06T00:49:32+00:00,true,upi,,completed,android
fdd7d278-0d92-4c13-8696-21d81a377218,5fd28bec-e695-5bf1-be9a-0cb1de21400f,4842.01,5,2024-03-12T07:31:49+00:00,true,credit_card,,completed,ios
46e846ad-9e84-4fe0-ac47-ff7986c4b981,1a8d0a58-3c2d-5ff9-8321-1a9a181d378a,8252.09,7,2024-12-31T01:48:32+00:00,false,,2024-12-31T03:18:32+00:00,abandoned,ios
94cfaf5f-63b5-4b9c-85cf-70dd48047969,57cecc7f-8d46-5250-b1e0-017327a0399d,25993.53,7,2024-11-27T08:38:35+00:00,true,debit_card,,completed,web
18bd048e-2dc8-457d-a01e-4fa2378fc1fa,10dfab06-3780-5522-b27d-b0bf0647c9a6,375.67,8,2024-04-20T05:51:06+00:00,true,upi,,completed,web
1ae84123-b632-484a-b790-2112a662b7b2,d4c9fd88-578b-5d60-94e1-d3936aa7e8f7,2814.31,1,2024-08-30T04:31:24+00:00,false,,2024-08-30T05:05:24+00:00,abandoned,ios
73ac62fb-3b15-4fa0-b8ef-563c0db93de3,65c5633c-8813-57c3-9e21-64055e397a17,1574.29,5,2024-12-16T12:28:43+00:00,false,,2024-12-16T12:57:43+00:00,abandoned,android
f27b897c-7bd2-427f-98cf-e9cfca602846,615f89f7-96f7-5070-b3eb-c70888014965,31596.66,4,2024-04-27T18:19:41+00:00,false,,2024-04-27T19:33:41+00:00,abandoned,ios
7f963549-b0c4-41bf-b02b-c10bf48f5834,2ddd84b2-b2b7-586b-aec6-01685af737e6,1537.99,6,2024-07-11T03:15:26+00:00,false,,2024-07-11T05:01:26+00:00,abandoned,android
1ec7a57a-8619-4929-96c3-8529fef5f409,35727cc8-f1a3-5a27-aae9-315a6e9b185c,296.14,6,2024-07-28T19:02:26+00:00,false,,2024-07-28T21:13:26+00:00,abandoned,ios
554b93c2-1115-4111-84e9-abf438510754,6c6995eb-b643-55e1-9b1c-85cbf58d2eb4,12241.87,2,2024-03-18T05:14:06+00:00,false,,2024-03-18T08:03:06+00:00,abandoned,android
efc1b85d-2930-4da9-a359-48294eccac13,7ea44586-77ef-5ef8-820f-f558f0000589,2763.41,3,2024-10-17T16:41:27+00:00,true,upi,2024-10-17T19:15:27+00:00,abandoned,tablet
