subscription_id,customer_id,plan,amount,billing_cycle,status,failed_attempts,next_billing_date,created_at
31d7bf2c-fd87-4632-ab5a-393f7aa4597e,7df3b7ca-dceb-581e-b849-5454ec7a3598,growth,2986.40,quarterly,active,0,2023-08-11T11:05:28+00:00,2023-08-04T11:05:28+00:00
76a568c7-31a2-476b-bd25-195498902c34,2f9d35df-664c-5c4a-942e-0f1c3e026a69,starter,13293.01,monthly,active,0,2024-11-13T00:16:35+00:00,2024-10-14T00:16:35+00:00
b0e22ae9-a7aa-4c9c-89c8-9636d41f1b76,a12e2f02-f6f2-530d-8b23-2f28b8f31d08,starter,12224.23,monthly,paused,0,2024-11-28T02:19:23+00:00,2024-10-29T02:19:23+00:00
b5341ccc-c689-49e9-ac09-7bffe4fe87b1,14e6b031-b0ba-507e-9aa5-11335155d79a,scale,1308.12,monthly,active,0,2024-02-15T20:15:33+00:00,2024-02-01T20:15:33+00:00
aca5a45c-d367-459f-8813-00125d591e5f,acfa117f-9bd1-5436-b3b4-651cf3df89a4,starter,6150.82,monthly,active,1,2023-11-26T13:00:06+00:00,2023-11-19T13:00:06+00:00
4da6816c-813a-4d59-ab43-07d8aa1babda,8f256ba0-8442-5f6e-874f-3a67dadb8e11,scale,2531.47,monthly,active,0,2024-11-18T17:28:26+00:00,2024-10-19T17:28:26+00:00
47525f5e-8c39-480e-8be1-f85e2bfe9fa7,7c7f0db9-4483-514c-8105-1eb04bfa9aeb,starter,1663.33,monthly,active,0,2024-12-19T04:17:49+00:00,2024-11-19T04:17:49+00:00
50822601-82b2-484a-8175-e88e0e5a7487,45169688-294e-569a-9297-72df09f090a4,starter,14290.99,monthly,active,0,2024-11-06T13:30:58+00:00,2024-10-23T13:30:58+00:00
22f30226-9e55-4731-ac45-7f0de3fc202f,7199b069-7c9a-50f8-87c4-e7a7fce723a9,starter,4161.22,monthly,active,1,2024-07-10T01:27:19+00:00,2024-06-26T01:27:19+00:00
35e27e3e-ddd7-4871-9710-bf93169f6c14,4a9dae91-6f3e-522c-b046-9cf216e4c859,growth,2386.97,quarterly,active,0,2023-12-30T02:21:57+00:00,2023-12-16T02:21:57+00:00
176a58aa-140d-4115-9e00-5f79b27e3eeb,2a897707-49e7-5996-b4c4-ca585bddfa92,starter,1763.48,monthly,active,0,2024-12-03T17:09:03+00:00,2024-11-26T17:09:03+00:00
ac8f88ad-7012-4c57-8791-982fc739b7b5,85643065-989d-56c7-a275-e2d73b53fee0,growth,4192.89,monthly,past_due,0,2024-03-02T14:56:40+00:00,2024-02-01T14:56:40+00:00
b85fa9bf-49ba-4319-af51-b3aca60c87dd,50ed8ae8-8ca9-574d-801c-41886878626e,starter,4528.60,monthly,active,0,2024-12-15T23:50:44+00:00,2024-12-08T23:50:44+00:00
1ccdd92a-0475-47c8-aba5-ba7db777a872,7b727921-f380-59e7-9184-88759db5b766,scale,925.21,monthly,active,0,2025-01-18T18:00:34+00:00,2024-12-19T18:00:34+00:00
98d1134d-d975-4e36-8430-a62e26230a97,cf164b3c-8d55-56b1-b4c3-5f0831320155,starter,5481.28,monthly,active,0,2024-12-08T01:04:30+00:00,2024-12-01T01:04:30+00:00
9ca397be-68ec-4de9-b827-db5227f47968,0074bf4b-aa40-5b03-8581-0dcd4e349283,scale,8250.61,monthly,active,1,2024-12-10T20:02:42+00:00,2024-11-10T20:02:42+00:00
7d67d56c-37a0-46be-bdb3-0ffbe24b5174,8f24d3be-3bf3-52f5-a2a0-f696f6d87417,growth,1076.41,quarterly,paused,0,2024-09-15T00:48:12+00:00,2024-09-08T00:48:12+00:00
167c32f9-1da5-4a0a-8e8a-23dffc8a5272,99bc2142-31dd-5a23-9dda-f6e28c78856d,growth,3354.31,quarterly,active,1,2024-09-08T05:29:53+00:00,2024-08-09T05:29:53+00:00
32d79dab-f577-4205-9ac5-1f90dedd8548,74b499e4-4945-5861-bbff-dc0b370d5774,growth,21164.17,monthly,active,0,2023-10-16T17:36:43+00:00,2023-10-09T17:36:43+00:00
658ac915-2ea5-4589-8438-c9c91f02c905,95232986-50aa-53b7-b843-6f18f60d357f,starter,3046.09,monthly,active,0,2025-01-14T05:29:50+00:00,2024-12-31T05:29:50+00:00
a2b6dd4d-abd7-4db3-b2e4-6b66fff8da13,98976b1d-aa0c-5e6d-ab4f-0c0d7009c208,scale,1597.18,monthly,paused,0,2023-07-25T05:25:27+00:00,2023-07-18T05:25:27+00:00
c65676ca-957d-4db1-bb40-fa6b5e9a8f2f,9d84e89c-93a3-5fa6-a59f-0196ef412b41,scale,507.43,monthly,active,0,2024-02-11T17:37:26+00:00,2024-01-12T17:37:26+00:00
7f5d7e24-c105-41a6-86af-a6568cd0df18,8843b016-9060-5654-bf79-9eeb2ae0bef5,scale,367.57,annual,past_due,0,2024-08-25T12:00:10+00:00,2024-07-26T12:00:10+00:00
25082b17-4c5b-4c0a-8b72-cc60a0bfedc0,4768b758-36dc-5410-9c4c-ef6abbe3c9fd,scale,32048.23,monthly,active,1,2024-07-04T16:15:55+00:00,2024-06-27T16:15:55+00:00
04f4f21b-4447-4697-8f58-9d9f71baf571,924e144d-847a-5f86-b3a3-fa0d4f04b2d9,scale,1002.26,quarterly,active,0,2024-02-16T08:18:41+00:00,2024-02-09T08:18:41+00:00
4be96e14-6bfd-49f2-882e-d8759c924447,5a444347-c8b2-5cb5-886a-ee3e77d42c47,starter,38509.21,annual,active,0,2023-12-19T15:17:19+00:00,2023-12-05T15:17:19+00:00
b6047066-73e2-4caf-9e4c-98049e1c734a,536121b9-9439-568b-b41a-14000222f60e,growth,6119.17,monthly,paused,0,2024-03-13T01:48:47+00:00,2024-03-06T01:48:47+00:00
4ad3456f-d216-4c50-8332-7329c2fd417b,2c80cbd8-e363-5fc6-bcb9-c12d4382a11c,growth,1562.96,monthly,active,3,2024-03-29T17:00:50+00:00,2024-03-15T17:00:50+00:00
762362b8-1d9d-4de6-bfd7-691a3fc57a2d,c165ce55-e736-5583-b9f0-15434ea1236b,starter,2911.53,annual,cancelled,0,2023-12-10T12:24:33+00:00,2023-11-26T12:24:33+00:00
b74ac21c-95fe-40c3-849e-90b26a255f9e,6c7ba696-503f-5ce4-ac7b-3548bc96df3c,scale,1930.35,monthly,active,0,2024-09-14T02:12:16+00:00,2024-08-15T02:12:16+00:00
b06bdc8c-0cd6-4622-be40-c26e9f0081c3,beeb5b7a-9db7-5507-ba2c-a575a9b8301f,starter,5484.05,annual,active,0,2024-10-04T00:30:44+00:00,2024-09-27T00:30:44+00:00
4137fd7b-0253-401d-a600-9d43f4731e22,1d6108da-ebaa-5aac-8047-b5118bd85eec,growth,4104.23,annual,active,0,2023-09-29T21:15:16+00:00,2023-09-15T21:15:16+00:00
ddb0bdc0-7c90-4dee-912e-f20eed35d1c1,464b9c8a-6dfb-5082-84cd-d062ce69c0ca,scale,2405.14,quarterly,active,0,2023-10-17T22:40:49+00:00,2023-09-17T22:40:49+00:00
bf0b735d-54d8-4d93-bafd-9bab6aead269,6565d68d-9bdc-5413-a2e3-398c361fa52d,growth,2688.82,monthly,active,1,2023-08-20T19:26:33+00:00,2023-08-13T19:26:33+00:00
14eb38d5-dcf2-4da9-86bb-1ebfdc94b4ac,b7a33fc5-be1b-51ed-9e4e-f3c87149bca7,starter,438.56,monthly,active,1,2024-03-30T11:49:39+00:00,2024-03-23T11:49:39+00:00
20fa8394-05fc-4014-98b9-94eea7a2ebf5,438292bb-dbb9-5988-b030-142163b3e4fb,growth,10161.77,monthly,past_due,0,2024-07-03T10:21:27+00:00,2024-06-03T10:21:27+00:00
4eefbbc6-af36-4277-8bfc-0930ab2fda54,4ef06221-ba7f-5e79-89f4-e713deb4e203,starter,17971.61,monthly,active,2,2023-12-10T17:06:49+00:00,2023-11-10T17:06:49+00:00
8dcee522-4142-4b2d-a152-10c808780014,7e93ab46-2821-5c05-8f01-80b581df540f,growth,2322.60,quarterly,active,0,2024-06-20T21:03:46+00:00,2024-06-13T21:03:46+00:00
4a0593d5-ca33-40e6-9cf6-9ca649cd2a1c,eb3c9027-9ea5-5dea-8d44-47242678d53f,scale,4012.12,monthly,paused,1,2023-02-25T13:25:54+00:00,2023-02-11T13:25:54+00:00
fca379cb-8ce4-4419-a367-70d84312c1c6,74b3e6df-c209-5bab-a677-29f996c23e2f,starter,1190.08,monthly,active,1,2024-11-13T00:39:31+00:00,2024-11-06T00:39:31+00:00
60d59be8-2848-4a3f-8882-5dd84a831bb9,c265fa4e-ce31-5b16-a62b-056ea74771fc,starter,2758.77,annual,paused,0,2024-06-26T07:25:20+00:00,2024-06-19T07:25:20+00:00
ce9277b9-8bda-4cae-aa97-270831ef34c9,3c71dbe9-7c04-5b2d-8fb8-43378c0866f7,growth,6063.39,monthly,active,0,2024-09-24T18:33:12+00:00,2024-09-10T18:33:12+00:00
9ecc97fb-89b6-4bd0-8756-6c607249eff0,57744c99-0e84-5396-8ab8-f8f21154ad97,starter,13039.83,annual,active,0,2024-11-13T00:11:25+00:00,2024-11-06T00:11:25+00:00
ad28184d-c6b0-4677-b2f4-82f8ef0d4944,0cc4a279-8660-50b6-8f6d-5e861256b3bb,growth,45658.16,quarterly,active,0,2024-04-07T11:06:29+00:00,2024-03-08T11:06:29+00:00
4e8b6d91-3bb0-41ba-80f4-e7e081cf7942,12a830c4-2b87-528c-9ed4-87b10526e5b4,growth,8435.81,monthly,paused,1,2024-04-12T20:05:36+00:00,2024-03-29T20:05:36+00:00
85de280b-7f0d-4397-b004-bda8b2cc8534,cc9ff558-b3b7-5fc8-80cd-993276ea90de,starter,9778.79,quarterly,paused,0,2024-07-10T21:52:24+00:00,2024-07-03T21:52:24+00:00
bf88417d-c4aa-40f9-bbe2-0a2f856a783f,551ae92a-fdb8-5115-954f-c8419585edaf,scale,1447.12,monthly,paused,0,2024-09-02T12:04:40+00:00,2024-08-19T12:04:40+00:00
38841bd0-65b2-4de2-99c4-afd74bc46550,75b70229-3553-5b50-ad15-e0dd51b8c13b,starter,2148.40,quarterly,active,0,2024-10-28T06:14:13+00:00,2024-10-14T06:14:13+00:00
ecd8b8c9-90e5-46c1-a634-ff205f76b78c,e6ddeca6-2d8d-52b2-86d7-d8bb90ca1955,starter,2773.81,monthly,past_due,0,2024-04-21T13:47:27+00:00,2024-03-22T13:47:27+00:00
d29eb313-3a8d-4db8-a7bc-b65c8efa4f96,45449352-1900-5d68-8447-d4ab1e2b3fda,starter,1227.06,monthly,active,0,2024-11-06T03:19:20+00:00,2024-10-30T03:19:20+00:00
d2f847a0-9b0e-404b-bf7e-034720c1f7d6,816ee9c2-8bcc-5ad4-adbd-0863da9d35c0,growth,2255.87,quarterly,active,2,2024-01-06T12:01:34+00:00,2023-12-23T12:01:34+00:00
24941990-1cdb-4796-9f4c-ab309dd08ac0,12279826-95b5-5b1a-aec1-c39b6f57812f,enterprise,1107.19,monthly,active,0,2024-11-10T04:08:50+00:00,2024-11-03T04:08:50+00:00
50b1c378-f8a9-49bf-bf12-2965d22a0b6e,00707912-76fe-524d-8b0d-589d60dccc87,starter,2320.40,monthly,active,0,2024-05-12T16:27:56+00:00,2024-05-05T16:27:56+00:00
2c51fce7-3106-4131-ad00-98ce35270b5d,f4b06b45-6fe9-5894-ab57-accf399c6820,starter,1363.26,monthly,active,0,2024-10-05T09:56:29+00:00,2024-09-28T09:56:29+00:00
d29d164f-b004-4b8c-81a0-25a12c205855,f2536e54-a5e0-5fad-95af-9e9e98e51ecc,growth,5120.76,monthly,cancelled,0,2025-01-21T18:42:41+00:00,2024-12-22T18:42:41+00:00
bbbfd37a-1b0a-4fa3-865d-15ad6ddc93d9,4d393f4a-b725-51bf-8d71-8f53db0450c4,starter,4750.62,monthly,active,0,2024-12-26T23:08:05+00:00,2024-11-26T23:08:05+00:00
c461bc94-b5bc-4fad-92bb-20a713098d35,eb7d6c91-be0d-58f6-9c50-d7855beebe9b,growth,32590.56,monthly,past_due,0,2024-11-12T10:53:45+00:00,2024-10-29T10:53:45+00:00
ddadb14e-3af9-40ca-957b-aac130c67cec,c4659853-e54a-5b49-bce6-4944bdd10f7c,starter,2520.42,monthly,active,0,2023-06-14T19:48:02+00:00,2023-05-31T19:48:02+00:00
76b5073c-6126-47cf-9bce-dcfb01e12d12,082e3c94-ec9a-5de9-830d-41adf8c54efe,growth,1600.79,monthly,active,0,2024-07-06T07:24:03+00:00,2024-06-29T07:24:03+00:00
40acecc2-bb92-40d6-92f4-550c30e5bbd4,0622ec00-5549-5bc8-9395-ec4f4f807a38,starter,5014.36,monthly,active,0,2024-08-27T08:22:32+00:00,2024-08-13T08:22:32+00:00
12a95fa6-926f-4cb6-9ded-029b2f042c2b,a56b7c00-dbf8-5e53-b6c6-93b204871587,growth,3639.27,monthly,active,0,2024-03-12T21:32:13+00:00,2024-02-27T21:32:13+00:00
6269d700-ec9b-47c1-901e-170f1a0e4ec7,07d0655c-fb26-5b71-992b-281a39ac8115,starter,1470.94,monthly,active,1,2025-01-03T23:33:14+00:00,2024-12-27T23:33:14+00:00
23422c2b-df05-42ba-a13a-c580e8059a65,a9964192-cd2a-56b3-bfe8-427b9ffb2265,growth,2265.14,monthly,active,1,2024-12-22T23:51:13+00:00,2024-12-08T23:51:13+00:00
f033d096-cc1e-4d5c-baf0-ca6116c882f9,9b490aa5-fea6-5727-910a-ab2d2ac74b6b,scale,5922.32,monthly,active,0,2024-08-06T06:23:37+00:00,2024-07-07T06:23:37+00:00
c933664e-eeb8-42a4-b249-c0100dd4c28e,de42f42a-4da2-5c55-851c-2ddc913f37e1,scale,22230.68,monthly,active,2,2024-07-05T14:58:49+00:00,2024-06-28T14:58:49+00:00
3a107d8b-fc05-4ee8-8eef-5ef704f36a99,fddaae0e-a578-5363-96f0-24e65038bf01,enterprise,9945.88,monthly,active,1,2024-05-24T00:04:28+00:00,2024-05-17T00:04:28+00:00
9f7acd8e-aca8-442c-8f5c-b618e7f2431d,24b2d359-2b8c-5fac-aa53-02b6d868d76a,starter,7244.67,monthly,active,0,2024-06-22T15:48:22+00:00,2024-06-15T15:48:22+00:00
9cf0d4bc-adfe-4dd0-acd7-198d18568abe,56157575-0214-5c6e-854f-76a6200f7196,growth,10382.25,quarterly,active,0,2024-07-28T05:10:29+00:00,2024-06-28T05:10:29+00:00
be13806e-31ce-4d1c-96a0-74be93419de9,132337fe-1d00-5173-8e75-bd0a81d2ee92,growth,7735.41,monthly,paused,0,2024-12-18T17:28:47+00:00,2024-12-11T17:28:47+00:00
7123e679-2ff9-4d54-b002-b0c652432eec,159d4b52-0bd7-551a-bdda-96f6de0f471a,starter,1747.20,quarterly,paused,1,2024-12-15T09:54:27+00:00,2024-12-08T09:54:27+00:00
cdcc5ee2-e1ac-4f32-a62b-338b4c4e803c,beec1259-1df3-5291-b91a-7bc7a8389e42,growth,7350.64,quarterly,active,1,2024-08-30T16:26:17+00:00,2024-07-31T16:26:17+00:00
5e5cd065-22d8-4dc8-8d87-e13e1a0049e4,4c07de43-2f08-53e2-ba4b-016df5e40824,scale,10064.68,quarterly,active,1,2023-10-19T13:07:53+00:00,2023-10-05T13:07:53+00:00
15ec526e-dd22-458d-aa57-0e12b12e30b4,134d6728-19a5-5f43-9cb1-70b2637466c2,starter,8039.62,monthly,paused,0,2024-08-15T17:24:29+00:00,2024-07-16T17:24:29+00:00
a7a5cc2e-ddb7-42c1-aad8-cf80e068730d,85b4163a-3534-5d8f-8460-02eb75269377,starter,1267.25,monthly,paused,0,2023-06-03T07:27:43+00:00,2023-05-20T07:27:43+00:00
5c85c514-7c02-4b0a-8841-4c590432c30c,6feebd33-8da6-5534-8a0c-f514bec6aaa4,starter,1729.37,monthly,active,0,2024-04-05T10:44:02+00:00,2024-03-29T10:44:02+00:00
2d23223c-3a3e-41b6-8e62-c51ff3156f87,98de23d8-b1ef-5c32-8892-e3944c4beed9,starter,67473.85,monthly,past_due,0,2024-02-26T19:33:29+00:00,2024-01-27T19:33:29+00:00
20cdb60a-6f65-4ea9-8606-41d38fc9d027,2a162be3-0496-58c4-aae3-6bb2991b68b4,scale,16489.51,monthly,cancelled,0,2024-01-22T05:20:19+00:00,2023-12-23T05:20:19+00:00
dbe74b3a-a97a-4c16-b2a4-f8d98287080e,be01bf0d-f6a4-5025-b6a6-62a754aa350b,starter,14379.40,monthly,active,0,2024-01-29T23:38:15+00:00,2024-01-15T23:38:15+00:00
c50808e7-c4d0-4a7a-84af-6a8c2ed3c498,5520bb72-9d6f-51ac-b566-dbe206c7d57c,enterprise,1369.98,monthly,active,0,2024-11-22T15:03:46+00:00,2024-11-08T15:03:46+00:00
649be762-328a-4b98-a538-addd9eded0e4,13c68fd3-63b2-5c16-974a-5ae1de207e28,growth,2154.87,monthly,active,0,2024-04-24T21:23:31+00:00,2024-04-10T21:23:31+00:00
417858b9-80ef-40a1-98c5-324ea26786e7,fd6a6098-17a1-53ba-a70f-861706322ebb,scale,7484.23,monthly,cancelled,0,2024-12-07T18:54:15+00:00,2024-11-30T18:54:15+00:00
460582f4-28b4-494b-82de-897420a606be,a9866e57-6497-5107-b2dc-b2ecba1e0bea,starter,3926.75,monthly,active,0,2024-10-17T09:49:02+00:00,2024-10-03T09:49:02+00:00
248e7094-9967-4d43-8219-f2aa046aad4d,e01c3740-fdc4-5b6b-90bb-ebb35b68a2bc,growth,1218.07,monthly,active,1,2024-05-30T15:55:59+00:00,2024-05-16T15:55:59+00:00
4417cbad-187d-4d4b-8e5e-846efdde7aea,ab5ffef6-9a9f-5f54-8852-8c315de277ca,starter,4361.78,monthly,active,0,2024-06-23T23:23:07+00:00,2024-06-16T23:23:07+00:00
20212057-157a-4837-a290-8a70335aaec8,3e5fb0b4-fe2d-5504-aff2-0fe68b4839d7,scale,1568.72,monthly,active,0,2024-12-12T19:23:45+00:00,2024-11-12T19:23:45+00:00
6526e7f9-1a34-4200-8fe6-ae26f756c5c1,dcbbbca2-6b38-5865-977a-693e46afd056,scale,1150.35,monthly,cancelled,0,2024-06-02T03:52:12+00:00,2024-05-03T03:52:12+00:00
a5d00ebe-5500-4620-9ae0-24b8ebc96ded,470b0d81-2574-5370-aeef-b949ddaea7ce,starter,2631.49,monthly,active,0,2024-03-14T01:48:13+00:00,2024-02-29T01:48:13+00:00
bceae71d-c176-4b64-8784-efd3df9af46a,9366250a-8571-5372-843e-49439185d992,scale,1062.84,monthly,active,0,2023-10-12T16:58:48+00:00,2023-10-05T16:58:48+00:00
fbae4a81-4b61-445e-be74-37a0aee5af42,87ec502b-1456-566a-8972-fa25c492ad6a,starter,2180.18,monthly,active,1,2023-11-06T14:19:34+00:00,2023-10-23T14:19:34+00:00
10d4f712-ada0-4b1c-83fd-7121d57924e1,b150683d-6643-5e78-8799-62a22b585e3a,starter,2374.83,monthly,past_due,0,2023-11-13T01:19:23+00:00,2023-10-30T01:19:23+00:00
87bf25f2-0b7e-4865-b8d5-f7e181457039,f85d5497-6c2a-583f-bbd6-fe5d52678792,scale,1191.29,monthly,active,0,2023-11-14T11:48:28+00:00,2023-10-31T11:48:28+00:00
6c83205f-e6e3-44c4-ae41-042e525523f6,1e2f0f45-966f-56ac-9ba4-d284e2dffa8e,scale,746.52,monthly,cancelled,1,2023-07-16T18:34:36+00:00,2023-06-16T18:34:36+00:00
3103f677-b069-4922-94bb-81d7aed80bad,57f74d3d-2ccd-594e-8250-3398c85a1c13,starter,2872.09,monthly,active,0,2023-12-07T05:51:08+00:00,2023-11-07T05:51:08+00:00
cc90ad84-e9b9-4a8d-aed4-e5f6486023cb,fae42d22-0f2c-5e8b-b476-6d7e55b24c5d,scale,1459.69,annual,active,0,2024-10-18T19:46:43+00:00,2024-10-04T19:46:43+00:00
3315fda6-effe-46a7-bfb4-d3ca612dd642,336f4118-b1a6-55a4-b246-26b88c2fa870,scale,2184.63,monthly,active,0,2025-01-10T15:31:50+00:00,2024-12-11T15:31:50+00:00
edb9edd2-475b-4f99-9448-91d2a5b24a23,d4600b76-4458-50b5-8b55-a823e795f23e,starter,1124.80,monthly,active,0,2024-11-26T08:38:35+00:00,2024-11-19T08:38:35+00:00
df731e0f-7d18-484c-b3fc-fe2897ef21e7,08d3a108-4f3c-56c6-b423-b327c360de30,starter,1297.41,monthly,active,0,2023-08-11T17:43:30+00:00,2023-08-04T17:43:30+00:00
ad5882af-e214-4a54-9193-bd85d12ea35c,f6d57d81-6d0c-5d96-8dac-43b9d8002280,starter,3234.23,monthly,cancelled,0,2023-12-19T00:51:30+00:00,2023-12-05T00:51:30+00:00
edd59f2c-c471-41b4-b962-cd330b0a6b25,51e676fe-0eab-567c-a9cf-0891beec7942,starter,670.52,quarterly,active,0,2024-09-30T12:33:09+00:00,2024-08-31T12:33:09+00:00
921bec08-770a-46e9-be32-598bd971be86,c4ce7913-67a1-591d-ac14-4e5437e2b6a9,starter,46081.15,annual,past_due,0,2023-11-09T12:50:47+00:00,2023-10-26T12:50:47+00:00
eafca8f7-fb99-42ba-9756-a0e08fe10911,79934975-b708-57d1-b890-991c2547a3f9,growth,9112.46,quarterly,paused,0,2024-01-12T00:45:27+00:00,2023-12-13T00:45:27+00:00
dd3b2c49-39ab-4a49-bce7-f5fd0cc9ecc6,c0ffb67e-3c97-5b82-a052-f7685cdd2eed,starter,1701.72,annual,active,0,2023-08-04T03:38:05+00:00,2023-07-28T03:38:05+00:00
9719ecd6-40ab-4c67-b328-20cc675fda41,e0388956-e660-5594-91ca-5eb2bbc6866e,growth,44951.92,monthly,paused,2,2023-08-20T04:46:57+00:00,2023-07-21T04:46:57+00:00
1564f912-581f-4deb-b72e-0cf61a117b79,3739bfb6-09c9-5e00-bc70-0e9dc9d4ea14,starter,2398.63,quarterly,active,0,2024-12-19T08:25:41+00:00,2024-12-12T08:25:41+00:00
fe17c32e-61d1-414d-b368-1da6d6aa480d,002e312f-55d1-5587-aba4-8a20775795b7,scale,997.86,monthly,paused,0,2024-01-18T05:08:56+00:00,2023-12-19T05:08:56+00:00
6e746f69-0c61-4cf4-8e7d-87eeada703cf,b0566464-4acd-50d9-8474-bb9af66e8353,starter,12234.13,annual,active,1,2023-07-01T16:28:14+00:00,2023-06-17T16:28:14+00:00
473eff42-3f5a-47e1-8368-21eb834c35d2,b9020f80-804f-556c-ad2c-b0d130786698,growth,1521.14,monthly,active,0,2024-09-21T19:33:58+00:00,2024-09-07T19:33:58+00:00
cc6ad7d5-4079-4def-8486-0feed1ed109d,e40ed205-9fec-5dda-86de-17be337e25f6,starter,86282.17,monthly,active,0,2024-10-16T09:31:24+00:00,2024-10-02T09:31:24+00:00
311efad9-b617-4370-9a22-224923c0f74e,aba2fad6-7104-505c-9bfb-a43132edcd2c,scale,3265.54,monthly,active,0,2023-12-17T08:32:02+00:00,2023-12-10T08:32:02+00:00
6a954b6a-5ad5-458d-bd22-526f2f42a753,240db91c-3f50-5b23-b3eb-bdabcdf68a68,starter,22818.41,monthly,active,0,2024-10-13T01:38:18+00:00,2024-09-29T01:38:18+00:00
bb515ce2-9896-40f3-86fc-7a51fefbb742,e375f236-ad66-5a35-a4dd-db741646488d,growth,876.45,monthly,active,1,2024-01-07T05:03:36+00:00,2023-12-24T05:03:36+00:00
ccb33ebd-33c6-45f4-9d7b-847a32965527,9e8e5e51-b894-56bb-a3ee-497c7841e459,growth,4058.10,monthly,active,0,2024-03-30T22:31:43+00:00,2024-03-16T22:31:43+00:00
fc656f1a-c25b-433e-a899-7bb03ee26026,f7c0dcac-3807-5591-8298-568eb77d489a,starter,1465.48,monthly,cancelled,2,2024-12-17T10:08:42+00:00,2024-12-10T10:08:42+00:00
ec55c50d-6153-45f6-8f63-88ec58f13e4f,5397e70d-9da9-541f-9fc7-38b986af34e5,growth,337.68,monthly,active,0,2024-09-25T06:43:53+00:00,2024-09-11T06:43:53+00:00
53a18c3a-f806-4573-8f7c-99915b7d706a,d889f243-8426-5708-80c1-5ba25340c950,starter,3446.83,monthly,paused,0,2023-09-17T08:29:22+00:00,2023-09-10T08:29:22+00:00
e1688c27-c6cf-42c3-bfba-3d2a72123301,a4a44258-2ed0-5063-a3aa-11163fe76ae7,growth,4562.09,monthly,paused,0,2024-01-23T12:21:23+00:00,2024-01-16T12:21:23+00:00
