invoice_id,customer_id,amount,issue_date,due_date,status,days_overdue
35ead439-264e-4da9-b738-276590107db2,74a48e7f-c62a-5119-aa88-5049e62e125e,3399.87,2024-05-09T07:14:44+00:00,2024-05-16T07:14:44+00:00,paid,0
d4d15cc5-82b8-4606-99e3-16dc83a96feb,c1903cae-23e8-5b6d-80f9-41c9cc390e09,12376.69,2024-07-08T15:11:21+00:00,2024-07-23T15:11:21+00:00,paid,0
b00908de-6dba-4cdf-80c8-240377e31d77,99014d4d-ff4f-51e7-ad7f-a9e028a93795,1975.63,2024-10-24T04:59:46+00:00,2024-11-08T04:59:46+00:00,paid,0
40e4e5d2-6729-4adc-8c1d-0ec6e2ee1741,c14de814-e2f0-5df9-b191-cc9597ca31c0,3216.35,2024-11-17T00:04:08+00:00,2024-11-24T00:04:08+00:00,paid,0
90b36cd4-0f79-4e36-8f9a-6725a58cab4b,41e2718e-9224-58c7-b404-a7ff7b155322,4615.97,2024-12-19T18:45:29+00:00,2025-01-03T18:45:29+00:00,paid,0
3ea6651d-ef86-48aa-b96c-3e860f22f3d0,168ee59e-c51a-5d3e-8c91-359d4fc07657,4537.45,2024-06-29T12:43:27+00:00,2024-07-14T12:43:27+00:00,paid,0
1350acce-6291-43c1-8a6b-3edeb640d286,01770299-9ae8-5428-8a72-c85a6d701986,20810.17,2024-12-21T16:43:13+00:00,2025-01-05T16:43:13+00:00,paid,0
f59d021a-02ca-4007-a1d3-6de67b330a07,b50ba70b-0de0-5d2c-a217-8e9e4b55d58a,1368.21,2024-09-24T06:00:13+00:00,2024-10-01T06:00:13+00:00,paid,0
b3f69ec7-c297-4d6e-a7a4-86b51c9a0456,28a7d650-8d23-5f03-aff5-15a91bbb028e,8026.99,2024-08-21T18:37:24+00:00,2024-08-28T18:37:24+00:00,paid,0
a7722645-feed-4d74-80fc-4ffd0f3a5dfd,5535e848-35d7-583d-a32b-cadfaf403112,2908.83,2024-05-03T14:31:37+00:00,2024-05-18T14:31:37+00:00,paid,0
15d79caf-1365-4dca-ad90-652d7e04a740,0c4ea9df-afc0-570f-9957-7ce246170bf3,2191.14,2024-01-15T13:13:37+00:00,2024-02-14T13:13:37+00:00,paid,0
6281fdee-4dcf-453b-86c2-f57dfdf4a9e7,5fe7aec2-c61a-5672-a1e7-d4148ded6221,4401.14,2024-04-09T15:10:10+00:00,2024-04-24T15:10:10+00:00,paid,0
c4851c5d-a738-49d2-8f65-7940652d16bf,122bc4e3-ed60-5bb2-ad2f-fbcc2f9b4d65,6401.20,2023-10-18T06:13:57+00:00,2023-11-02T06:13:57+00:00,paid,0
53e8810a-cecd-46b6-b35a-e522687f7579,0d1b9b07-e188-5922-a446-af96b9538569,5576.45,2024-06-27T04:08:07+00:00,2024-07-27T04:08:07+00:00,paid,0
38e4f0d2-6e64-4d51-9ccc-36a3b3676aa6,2186203a-174b-568c-8e39-60333aa365f5,3339.39,2023-12-02T22:52:49+00:00,2024-01-01T22:52:49+00:00,paid,0
4a429d5c-d5c4-4ffc-9df2-6d78c0c02061,1b699b3d-388f-5147-9a4c-25903b441153,5875.07,2024-09-02T15:43:04+00:00,2024-10-02T15:43:04+00:00,overdue,698
ebcc0343-0234-45fb-a14f-be5a78e01e85,a604a67e-357c-521d-9f80-7e6a200d17b6,5518.47,2024-12-16T13:13:52+00:00,2024-12-31T13:13:52+00:00,paid,0
453c1d42-4c62-4545-b804-03e7ca02f364,8b27906b-f824-5a7b-a81d-b996977a317d,5675.35,2023-04-14T23:07:57+00:00,2023-04-29T23:07:57+00:00,paid,0
66445057-d7da-4c9b-aa98-f25332913a2e,d9e3e105-ecc3-5c1f-8bd2-c394c41a7529,5185.70,2023-05-30T04:29:07+00:00,2023-06-14T04:29:07+00:00,partially_paid,0
a5dc537c-09f2-4289-bb15-1463e6b29e02,6acf3724-f41a-57a6-afa8-5b949e443d5d,3602.31,2024-07-02T04:42:32+00:00,2024-08-01T04:42:32+00:00,paid,0
d49eeb9a-27f4-4026-a849-5b8824ec3072,023bd5d1-4de1-52df-8af6-2dcecba0484a,9012.03,2023-12-14T18:31:27+00:00,2024-01-13T18:31:27+00:00,paid,0
373ebbfa-31d2-4f7d-8fb6-169f2e483cc0,6a8426f6-05d0-57d9-942c-40f5a6378b74,2133.17,2024-11-26T13:02:59+00:00,2024-12-11T13:02:59+00:00,paid,0
0b3d8dff-69dd-4c7f-9b7d-e24b2ad6922b,7b298728-8fa1-5060-9b60-e568b20999ad,1943.69,2024-10-19T17:30:47+00:00,2024-11-18T17:30:47+00:00,paid,0
c7a6a010-ebb0-4da1-9590-c7b2eacb0ba9,c0bd77c2-2cf9-554d-a5e7-6441ca714308,7532.21,2023-11-07T06:32:13+00:00,2023-11-22T06:32:13+00:00,paid,0
85570bea-bed4-4c40-b590-0d551c7e0491,4d28e433-fc46-5f47-a9b3-3ccfd7cb4fcb,3063.99,2024-07-24T23:53:33+00:00,2024-07-31T23:53:33+00:00,paid,0
049fc56b-b036-487a-8393-9b4d89c956fd,f1aab542-63ce-5326-adbc-9f10abc678eb,6060.09,2024-03-19T12:40:29+00:00,2024-04-03T12:40:29+00:00,paid,0
c086a7ac-8f19-4c42-9895-9d2366702aef,f803a261-ec54-5ab2-9b6a-2c4e91aa4bbe,24327.05,2024-01-03T13:27:39+00:00,2024-01-10T13:27:39+00:00,paid,0
97799ec3-bdd7-44d1-a6ac-3062113d94b9,39dd22a0-6c3d-5a3d-a842-eddc840d94fc,5870.87,2024-09-23T08:24:12+00:00,2024-09-30T08:24:12+00:00,paid,0
9de9f0e7-41cf-4884-bfc1-e9b87a8ced39,866ca301-e9ef-5e29-9ec9-55cee2bc5698,3160.02,2024-12-11T07:20:50+00:00,2025-01-10T07:20:50+00:00,paid,0
fe5a52f1-95fc-4102-b64d-a2fa7b2cd745,914ee453-bb48-56ae-97d5-9b7a937198ec,32004.71,2024-07-05T06:19:52+00:00,2024-07-20T06:19:52+00:00,paid,0
d6f34993-426e-4905-a533-d6e02f302431,680f48b8-24eb-5ab0-b340-db1c47a26729,3853.95,2023-05-23T20:25:29+00:00,2023-05-30T20:25:29+00:00,paid,0
2692c261-8738-4e03-9a1d-190e639e2eb4,08f91cf1-dcdd-5a6d-9ce1-4e1104f0c6b4,1976.03,2023-05-19T09:18:09+00:00,2023-05-26T09:18:09+00:00,paid,0
72440a2a-e7fb-4172-a5bb-aeb6dd657137,f3efcb82-0abc-5f84-a843-216f7109d073,4752.50,2024-04-16T10:27:34+00:00,2024-05-16T10:27:34+00:00,overdue,837
f23bd12e-03c8-4071-b274-c800e1617bf4,b9a474a3-24ca-521a-b9c9-8899b00e574c,6775.85,2024-05-16T02:03:19+00:00,2024-05-31T02:03:19+00:00,paid,0
967f97cb-125c-4b03-ae4d-a7e9f9188a3e,774705ed-8148-5f16-bc3e-6a9091add68d,1563.74,2024-04-12T06:16:00+00:00,2024-04-27T06:16:00+00:00,paid,0
1b065785-ef8f-43e0-84a1-3fbbc4869c66,1f583700-2faf-502d-99d0-c5aec5269366,419.34,2024-07-01T23:18:29+00:00,2024-07-31T23:18:29+00:00,overdue,761
15e7c6c2-7a9e-419d-8652-9fc97ef8bbec,d54e17dd-85f5-5a83-899b-c986ca66cb94,1614.92,2024-12-10T04:00:19+00:00,2024-12-25T04:00:19+00:00,paid,0
110d8ccc-b955-4c15-8acb-67d5b6c49165,c4d6115f-a587-543c-b8d1-1225be9515c8,2353.85,2023-10-24T11:40:02+00:00,2023-11-23T11:40:02+00:00,overdue,1012
c5519dc9-f831-4762-9cd4-bdb09ee91135,50d33b61-5fc8-5a4a-8e22-643ceee84168,2125.07,2024-08-28T11:42:03+00:00,2024-09-12T11:42:03+00:00,paid,0
206f296d-e19c-428c-b286-17b4bbc11f3c,514a2fa7-645c-5225-91a6-4a1b32caf1fd,41408.33,2024-08-05T06:55:14+00:00,2024-08-20T06:55:14+00:00,paid,0
43c363b3-5dbd-43c2-8bd9-f78a2d550ed3,a90b7fd6-c3a5-5bb1-82cc-8076cca5f301,29779.97,2024-05-27T02:50:56+00:00,2024-06-11T02:50:56+00:00,paid,0
55cabc5f-c022-4183-9dd5-98d09e9c712c,cb857499-eb35-53bd-8674-6e40aca28d49,1549.20,2024-02-13T00:03:41+00:00,2024-03-14T00:03:41+00:00,paid,0
354b3661-db5a-46dc-879c-a799ff51092b,af6a3332-e121-5b0c-adc6-0706587afac2,1986.82,2024-06-30T08:55:30+00:00,2024-07-30T08:55:30+00:00,paid,0
99518a0b-e8c3-4e5a-94f5-85e90ccb6fd0,aa08dfc1-76e4-5ca5-a1f0-1b35bd7f4d59,1030.88,2024-06-08T22:44:27+00:00,2024-06-15T22:44:27+00:00,paid,0
be642963-11ed-471a-bf65-9937e3636179,5e8a999e-f13d-5dd1-bcf2-7f781730468f,5349.70,2024-02-21T23:24:03+00:00,2024-03-22T23:24:03+00:00,paid,0
8da1a8a2-eaad-4e17-857c-7112970470b2,226a92df-8c93-51c8-9aa3-f060fbe865c5,13209.10,2023-09-21T06:38:03+00:00,2023-10-21T06:38:03+00:00,paid,0
e8eb9d04-9fe1-4e92-81f9-473aaa8368c8,93d0634e-a84f-584d-b9d9-33f36ad4e877,3085.96,2024-12-03T13:06:00+00:00,2024-12-18T13:06:00+00:00,paid,0
a0fe23e8-0792-4996-833c-6c956e2400b3,2d5f88ff-64d6-5333-8179-f1efdcf2b54a,5202.11,2023-11-27T13:07:08+00:00,2023-12-27T13:07:08+00:00,paid,0
55280b90-43b1-4224-b80c-e0cc40ca2517,66b2f368-053c-5b1a-988a-dd977731399a,4213.69,2024-11-17T20:21:06+00:00,2024-11-24T20:21:06+00:00,paid,0
60e058ca-6b5c-44a0-a4e7-60bd49a0cfb0,7b1e43aa-76c7-5d30-93fa-34ca1986b1a2,2237.45,2024-12-04T11:45:08+00:00,2025-01-03T11:45:08+00:00,paid,0
6a4ebbdc-4325-47c6-8077-d32f105fb253,37a6c14c-bfa1-547f-a8d2-15070afe7bc4,6194.69,2024-07-20T02:49:36+00:00,2024-08-04T02:49:36+00:00,paid,0
14c58c69-c974-42a8-bea4-7229066d7663,fcced6de-b6f0-5d63-9c34-c5249ef81996,2116.08,2024-11-02T21:20:24+00:00,2024-11-17T21:20:24+00:00,paid,0
462ea8ea-2f2e-4929-8f49-f55f1625bd27,b225d751-aaee-54b1-b3bc-f96ba18324d6,6959.77,2023-12-17T18:40:31+00:00,2024-01-16T18:40:31+00:00,paid,0
4dad69cc-8f7b-4c05-b628-6df82f2e6a0c,34905e41-b9be-50e6-b066-469dc3003cca,38451.22,2024-05-19T20:55:42+00:00,2024-06-03T20:55:42+00:00,paid,0
32991685-e165-47aa-a492-becd1e59da95,fcdaa2fa-b295-5b80-b139-b8d9bdf5b18e,9712.67,2024-07-17T06:19:44+00:00,2024-07-24T06:19:44+00:00,paid,0
40d69ad2-fbe7-4865-9055-11d00f6a1e83,c4379a53-3fd7-5750-b1aa-5d2800a52504,2542.18,2024-11-09T00:26:39+00:00,2024-12-09T00:26:39+00:00,paid,0
dab1186d-656a-4e93-944c-6ef10875fd37,c6e9d5ce-f8ea-56a1-bffb-5863df9bf90f,136733.09,2024-04-22T18:52:20+00:00,2024-05-07T18:52:20+00:00,paid,0
f402a8b5-25dc-4cf9-b1be-bc5fdbb39893,06494965-5046-53d2-bfad-be676ab5961e,5406.65,2023-11-20T06:15:22+00:00,2023-12-05T06:15:22+00:00,paid,0
cc73f829-7c8b-4675-acf4-c59d83dd6988,df013154-c487-580d-8f28-b94449974f42,2958.02,2024-09-10T17:42:16+00:00,2024-09-25T17:42:16+00:00,paid,0
c6672bcf-66a6-47b0-97ad-56c8c7d1f26c,5688e3b4-abd9-5003-9e97-a32c83055bf2,8950.82,2024-10-19T23:19:15+00:00,2024-11-18T23:19:15+00:00,paid,0
47933d84-e3a5-4abb-a366-4b52673dc1f6,a7df4a0e-9a89-550b-885e-4fe9f61e52b1,5523.54,2024-05-30T19:45:11+00:00,2024-06-14T19:45:11+00:00,paid,0
f529fd88-626d-4521-bf23-93f05e6b9611,972c48bf-8160-597a-bbfd-e64d3d42f770,41370.50,2024-01-31T04:55:20+00:00,2024-02-15T04:55:20+00:00,overdue,928
cb5796f4-cd18-4262-a625-3eb6695fc396,6f31d34e-ea33-509b-9e2c-47ba1f5f0031,8902.42,2024-06-25T03:13:01+00:00,2024-07-02T03:13:01+00:00,paid,0
5e95b67f-dadb-4077-bba8-7bd2caf73bc7,89627c32-6598-58a4-a58c-cc38e391a88c,22601.58,2024-05-23T23:03:38+00:00,2024-05-30T23:03:38+00:00,paid,0
dbc420a0-5e12-4701-bc81-cd21b382a92f,c88225f0-eedc-5969-ace3-872456d74b50,2004.60,2023-10-28T01:29:51+00:00,2023-11-12T01:29:51+00:00,paid,0
4914c9c9-591a-47b3-aafd-efe9331d13f0,1426c34e-64de-597b-bff1-e321c8183abe,3196.37,2024-11-16T20:43:10+00:00,2024-12-01T20:43:10+00:00,paid,0
f99485de-67f0-4e53-a2ca-262dd659605a,631955ff-ccac-54b0-80e3-db7ae739c8ee,789.75,2024-09-24T03:00:08+00:00,2024-10-24T03:00:08+00:00,paid,0
faac79ef-2792-4e22-87a1-8fb9ae61e44f,9ff8a6d1-ea34-5132-99e4-90716ab6d73f,5923.23,2024-12-15T04:49:03+00:00,2025-01-14T04:49:03+00:00,paid,0
2abf14f7-38f3-4cca-8721-ae342bdc6f6f,b45be340-748b-58e0-9a1c-7d3c3e5ca278,3709.10,2024-04-13T00:59:07+00:00,2024-05-13T00:59:07+00:00,paid,0
7fe09c35-1418-4ff8-921b-cf9ee0181496,b16fd3ca-5a76-5fc7-84d6-71c7905c1aec,5494.47,2024-05-03T17:32:33+00:00,2024-06-02T17:32:33+00:00,paid,0
edb44b5b-0c22-403b-9663-74a66e675fb5,afc02efe-2174-545c-9e10-ab0ecb0520a3,57833.88,2024-02-10T14:30:22+00:00,2024-02-17T14:30:22+00:00,paid,0
ebafb19f-babc-47be-a612-0935a623b036,9e8f12f1-26f3-53ea-8803-dd8ff55accaa,1618.59,2024-10-23T15:29:12+00:00,2024-11-22T15:29:12+00:00,paid,0
2dc11994-5db0-4aa1-927a-698051217a92,de7baec8-d0bd-55ba-bf75-bc7e55d0cea6,6122.36,2024-11-04T20:25:43+00:00,2024-11-19T20:25:43+00:00,overdue,650
af37ebc6-102e-4036-9765-6b616c7c12dc,9fb5d9d8-525b-5d92-8b2a-11d5ff68377b,1578.22,2024-11-16T04:31:41+00:00,2024-12-01T04:31:41+00:00,paid,0
e50e864f-6791-4ba7-a476-53153608a491,fc46682a-8ac7-57f7-98cb-b92b1dd4b606,938.41,2024-03-03T03:43:40+00:00,2024-03-18T03:43:40+00:00,paid,0
42057eaf-c936-476a-b494-093c2c931d2f,3a094df2-564c-5408-8981-56f4ec7bce04,7694.35,2024-09-14T19:22:09+00:00,2024-09-29T19:22:09+00:00,paid,0
89c9375d-3cef-4986-b933-cc849b372734,782aefdc-2585-51cc-8dbb-8ff6dec51af5,32018.48,2024-05-17T15:29:14+00:00,2024-06-16T15:29:14+00:00,paid,0
c34fbadd-5480-44a9-9bf7-88fa613def87,4316e048-48f3-56b1-8fe4-8d5373a248a5,34702.80,2024-06-06T21:38:12+00:00,2024-06-21T21:38:12+00:00,partially_paid,0
321ac0b1-583f-4015-be01-0a88c797494b,9cd31726-1446-5e87-9103-6b6ac1df28c1,2177.26,2024-10-26T01:57:58+00:00,2024-11-02T01:57:58+00:00,paid,0
7669df80-0ae6-4c6e-a6b7-6fc1f4eabac8,201b3783-1095-5250-a5cf-235206c7cc13,6670.98,2024-12-01T13:36:17+00:00,2024-12-08T13:36:17+00:00,paid,0
2871fa0b-490b-471d-bf04-622b68abbc52,5a579925-c40f-52e8-968d-d6655ea8cd5b,1941.70,2024-09-08T13:38:49+00:00,2024-09-15T13:38:49+00:00,paid,0
8fe504b8-dee4-4b4f-8d8b-801104e2626e,10ba7971-eecd-5015-85d2-8fc2865c518a,3433.24,2024-09-01T09:31:19+00:00,2024-10-01T09:31:19+00:00,overdue,699
f308e90f-305d-4f44-8afc-b73b5fc569bc,945af0e3-7dad-5c21-8373-8c016fbc5852,3741.24,2023-10-14T08:41:22+00:00,2023-10-29T08:41:22+00:00,paid,0
bc4e0f77-5ae2-4574-a975-406e96c726a8,d68b6f09-5bde-503a-8478-7f03a3e44f58,7118.33,2023-07-15T11:43:39+00:00,2023-07-30T11:43:39+00:00,paid,0
9fae6e29-e4da-4744-90de-98df9351d3f1,5d06769d-24c3-5c98-9af7-8f0b26ff8e42,11850.29,2024-11-12T19:46:40+00:00,2024-11-27T19:46:40+00:00,paid,0
78fd1d08-06e0-4b24-aee8-6a4dbbdb9ab3,e0295c0d-c17a-5fa0-a896-db3ba8e68989,1889.01,2024-03-26T11:51:10+00:00,2024-04-10T11:51:10+00:00,paid,0
a9f2f79d-8a10-413e-9bc4-79212c1560ac,feff2c1b-c198-53fa-9f5f-166daf3a016d,2058.09,2023-12-28T15:29:57+00:00,2024-01-04T15:29:57+00:00,overdue,970
33681945-4205-4888-9ceb-29df490d3a02,1765136b-ef2a-5877-bdc2-aa7c119985f9,871.64,2023-03-13T06:14:26+00:00,2023-04-12T06:14:26+00:00,paid,0
1bf8e800-af9a-431c-9a7f-4b46a5ad2d46,644edac8-fb12-5107-876a-b768374c1481,4151.19,2024-04-30T05:48:27+00:00,2024-05-30T05:48:27+00:00,paid,0
5a85f499-9d68-4c08-b5f3-6033644786bb,fb2e95e3-233b-551a-8436-9ca62fc1d3c5,7157.33,2024-09-13T10:34:57+00:00,2024-10-13T10:34:57+00:00,paid,0
40274c09-d877-4112-a6d8-783b4e636868,baa990d7-dd04-58b2-b8d0-63a090454088,37798.89,2024-09-05T13:01:19+00:00,2024-10-05T13:01:19+00:00,paid,0
c3c10e97-3ab1-4449-be49-5701ed13a820,1c540992-b300-5e90-af02-b100eb85cd67,4780.45,2024-12-31T09:43:10+00:00,2025-01-15T09:43:10+00:00,paid,0
8dc69612-5981-4570-a624-b5c3fcf27dff,a8360f52-dc53-5adf-b411-dece2401033b,4535.61,2023-10-18T10:16:30+00:00,2023-11-02T10:16:30+00:00,paid,0
c62a8eae-73bf-4859-8098-f23fff197d1a,120f77e4-1980-51d0-a972-8426f7b3103d,12259.13,2024-01-31T08:54:34+00:00,2024-03-01T08:54:34+00:00,paid,0
6d88618b-14ea-41f6-b18c-decddb25684f,e80836fa-c977-5c66-925e-f9a1d6be0be3,5395.03,2024-07-22T22:47:16+00:00,2024-08-21T22:47:16+00:00,paid,0
a9216b3a-5305-4c3b-8b9e-fd81cbb08eb3,89f29f18-d251-5e32-9d1a-6f43471b5b90,3368.00,2023-02-22T10:39:42+00:00,2023-03-01T10:39:42+00:00,paid,0
f9eb1d1a-cf33-4c7e-85a2-e1e76a5448be,7a6fbce6-974c-5017-8fc7-3b70f0e64afd,13892.54,2024-08-15T09:42:51+00:00,2024-08-30T09:42:51+00:00,partially_paid,0
57163457-be5b-4972-bb78-4946eb101dd4,366a8cef-f8ed-5d8c-b3af-4a101d3d4ef4,56746.07,2023-11-16T10:28:11+00:00,2023-11-23T10:28:11+00:00,paid,0
f2299e27-411f-4aaf-b172-cfdb775867d7,5b147311-c6c4-543e-b234-2bd2991d5d78,8661.64,2024-08-02T18:57:13+00:00,2024-08-09T18:57:13+00:00,paid,0
7b5108bd-c18e-4eb8-adb9-a7b210d79f75,92309e79-1147-58ab-89ac-a535684dde9d,10867.02,2024-11-26T20:13:52+00:00,2024-12-03T20:13:52+00:00,paid,0
11897a1e-77e1-469c-a197-ad4dd3711f0a,943ebafc-1832-5044-8d58-27e66a468997,1891.85,2024-02-14T09:14:07+00:00,2024-02-21T09:14:07+00:00,paid,0
d98c1bac-5e33-473d-a444-267b095aa125,45430381-fe98-5a3a-864b-2d5e7ed98a4d,12937.27,2024-07-17T12:55:35+00:00,2024-08-01T12:55:35+00:00,paid,0
8548abaa-6733-42e7-b2b5-ea5504a9ed8d,0ff1a31c-ab70-583a-bf09-201189228732,6098.10,2024-12-25T18:37:59+00:00,2025-01-09T18:37:59+00:00,paid,0
7e33f599-6b17-4ede-ac22-91a125eb7b10,65f4c99a-ae61-5dd6-b76c-b2a92d63cb24,2368.50,2024-08-28T07:31:49+00:00,2024-09-27T07:31:49+00:00,paid,0
1e650284-11bd-457b-a7bc-0151b7ea4bc5,88249b19-6fcc-55c5-a66b-97e70e105e95,4472.18,2024-01-02T19:54:01+00:00,2024-02-01T19:54:01+00:00,paid,0
8860bd90-3a6d-41e0-94f6-b4ae875a137d,b4b19fc0-3722-5b2b-a060-61e928a30c83,82723.56,2024-12-05T07:10:00+00:00,2024-12-20T07:10:00+00:00,paid,0
ca646b76-fb6c-4a2b-9142-30ca4a0b7608,066ca6f9-9f35-5b53-a956-133febc72c7e,2553.27,2024-08-06T04:02:32+00:00,2024-08-21T04:02:32+00:00,paid,0
9b3422ac-d28b-4376-8f1a-31636c7005f2,27877b25-1e4d-52bb-9642-1616c168d4f2,10721.36,2023-12-14T19:06:00+00:00,2023-12-21T19:06:00+00:00,overdue,984
5ab98398-9827-4f49-8d6b-da28fc2f5a94,b951b8ec-8925-5fba-8cdd-0bec6cc88026,3974.51,2024-06-24T10:19:26+00:00,2024-07-09T10:19:26+00:00,paid,0
8a25e261-2537-4ccb-8d63-8bf0900aede4,c99e2883-a767-50af-b847-711cde9505f9,33507.61,2024-02-05T16:35:10+00:00,2024-03-06T16:35:10+00:00,paid,0
712a5e22-a096-4449-bda0-367988ea7c19,f4e9d1e3-2052-5cf8-8de3-1a95e87b7de5,4418.27,2024-06-11T12:45:08+00:00,2024-07-11T12:45:08+00:00,paid,0
3ad7b923-148a-44dd-91d1-29eba340d7c4,cb822eb3-3341-548b-8a76-779d1806053b,30575.43,2024-08-30T18:44:06+00:00,2024-09-29T18:44:06+00:00,paid,0
95c48d6a-4292-4b44-8393-c68b999a11d5,7e6bc583-137c-5193-902f-29dd256ab49c,3651.21,2023-10-05T18:31:26+00:00,2023-10-12T18:31:26+00:00,paid,0
1d811ebf-6977-4267-a8df-bd5016f30ea4,e4f38a05-f59f-5761-bee0-bee4c52689d3,865.57,2024-11-20T02:50:45+00:00,2024-12-20T02:50:45+00:00,paid,0
