transaction_id,customer_id,amount,payment_method,status,failure_reason,timestamp,order_type,retry_count
959e175e-8617-4e94-8c73-0f6838c852b7,01677d66-1b0a-528f-a226-68545ad79fbf,617.45,debit_card,failed,unknown,2024-07-01T01:15:19+00:00,invoice,3
ac48878c-4328-41d7-8bd3-7d1df398071f,1f325a69-d463-589f-9341-f5529cbccaef,2915.58,emi,success,,2024-07-11T06:10:38+00:00,invoice,3
138d1ea4-c54f-4ae5-a6a6-4b50d18b3874,f1dd4a1a-9609-5b53-bc86-bc5b43e5120c,865.00,emi,success,,2023-09-15T13:29:36+00:00,subscription,1
058daffe-009d-4f77-8018-782ffae02b0e,d6589d2f-a7a9-5b6b-b86d-6ebda6f4fd87,782.13,wallet,success,,2024-11-04T13:16:21+00:00,one_time,0
2c2cfefd-d1ac-4cb2-ba35-9b1eba32301c,c7773f86-7fcf-5430-bb7f-f3eff00f2605,9236.72,credit_card,success,,2024-06-16T17:57:18+00:00,one_time,0
a1d90306-e5de-4191-b9ae-43d55858e4e8,cb13ac1c-f24f-5ce4-802f-d06e65c6d101,1675.54,wallet,success,,2024-07-19T22:13:45+00:00,invoice,0
b72cd2c1-da12-435a-939a-f5fdb3a36b10,03e434c7-48e8-5d08-be0d-a18ac07dbf11,2193.20,netbanking,success,,2024-04-08T07:01:29+00:00,invoice,0
1a229250-5f16-4267-a939-ed6ca3ac5125,f8fcfc58-54b6-5680-a4b8-9bca3d21f10f,2997.78,upi,success,,2023-06-04T14:01:13+00:00,one_time,3
0cd11b3a-89d6-4a6e-9fe3-22114ad81291,800c201d-6f50-5bc4-b3a9-6bac9319b179,3885.58,credit_card,success,,2024-03-22T07:17:40+00:00,invoice,0
a8d0cde0-bee5-493a-87b4-d637d016133d,53022ae3-4696-5d47-88fc-6f2b2c3587a8,341.86,credit_card,success,,2023-09-02T22:57:44+00:00,one_time,3
6246fdc0-c7df-43c2-8d9a-5c39fbc96208,070b50ca-4c92-5b44-915c-96ddd7590e7f,276.08,credit_card,success,,2024-07-23T23:54:20+00:00,invoice,3
5439864c-be5c-4bc0-a233-d04b00f7ab2b,50f47c3a-c858-504f-8d99-cab3e6b14559,16850.21,upi,success,,2023-10-17T11:54:27+00:00,invoice,3
5b0e2cbe-af37-4651-b141-ce215b1d1656,63662b09-8a54-553c-a45a-3fa6ab4e4092,722.19,upi,success,,2024-11-29T17:30:45+00:00,subscription,3
feb04bde-a6f6-44ac-a760-e775306184b5,9ef13e02-44c6-5b6c-a7de-393fd066e603,396.86,credit_card,success,,2024-11-03T15:30:33+00:00,one_time,0
a0181097-0685-448e-a19a-0a9ab164a300,64600a69-1046-50ee-9a2f-fba1fd608fca,450.58,debit_card,success,,2023-12-13T20:58:51+00:00,subscription,3
10dc35fa-f006-41f3-9622-daf14f29eb89,df4607c6-cc66-547e-abee-c908e88dfd71,482.76,emi,success,,2024-03-04T07:52:59+00:00,subscription,0
2ebe438b-626c-44a3-b0da-bd627bfcbce7,4a2fff07-3237-5742-b8ae-7a5d4c100ece,3639.41,upi,success,,2024-01-31T14:17:20+00:00,subscription,3
79c7afc7-bb6b-4b8e-9830-334ade4b09e4,a9113fca-332a-560b-a951-74a159d0300f,364.20,emi,success,,2024-08-12T08:17:19+00:00,invoice,2
673f9617-ebdd-4173-86f1-3abb3ce9a57d,cca13a23-4ed6-58f7-b377-d6024e1786e7,782.11,netbanking,success,,2023-07-15T07:37:09+00:00,subscription,0
52a61daf-1285-424b-81ef-15d4abcc633d,6fb13fce-0948-5ce1-9554-b7fc5d515b31,1898.26,emi,success,,2024-11-21T00:54:57+00:00,one_time,0
622a3220-145a-41ae-abc2-eb996d4bd792,f0ecc4d4-b09f-56a4-ba0d-4bb1f7bb25a5,1744.91,emi,success,,2024-10-08T06:37:47+00:00,one_time,3
498422d4-3ee7-4c70-8689-8acfa3600a49,c7ef56d9-bf6f-5023-a781-88647640db27,5962.05,wallet,success,,2023-11-29T16:11:51+00:00,subscription,3
cd661a51-e26d-4158-af65-92ea45303b26,7abf2597-1caa-5c57-a8bf-a69a12a3f4f4,1825.83,debit_card,success,,2024-12-13T23:29:33+00:00,one_time,3
772fdbab-6974-4c22-b9f9-df3fa0b026e6,3fad6429-c5e1-5555-8f0e-0dbd0cb3a438,1470.33,wallet,success,,2024-03-26T16:39:10+00:00,subscription,2
bea388cd-fbbe-416b-9dcc-7b8b49cb64e8,fb4aec88-6454-5cd0-84ac-64efd139fd06,8549.44,wallet,success,,2024-01-09T07:27:56+00:00,subscription,0
5b56cc73-90ec-46c1-a675-91a95b10904b,a5491609-dac0-580a-8ad0-a5754e87d1ad,1548.00,wallet,success,,2024-09-14T04:17:21+00:00,one_time,0
d7bed150-f0ad-4685-8b3b-3f7c4d8977ae,4046ea4c-70d0-5f12-9aa7-84641b2baba0,1984.58,credit_card,failed,bank_declined,2023-06-19T14:16:30+00:00,subscription,0
20e01fde-5dc9-4567-bff6-f0d18d6ef076,6fe0141a-4f36-56fe-8f92-5b47795fa554,491.77,upi,success,,2024-07-27T21:57:43+00:00,invoice,1
bb8a21f4-cb24-4cbd-8b37-e3796631c867,e2e65e1c-99a2-5a8e-8ff5-9adb3a153c7b,599.23,emi,success,,2024-01-27T03:35:28+00:00,invoice,2
0b442041-d05d-4aa6-9551-0a3eab9e4b0f,b165cf7e-876c-5623-bff9-65a92ae9dcf1,5281.98,upi,success,,2023-06-05T13:05:11+00:00,subscription,3
afa5da1b-93a4-405c-902b-0f2309e87597,c8cfebfa-2bec-5039-aa8c-fa23c30d1395,5959.25,netbanking,success,,2023-06-07T19:00:38+00:00,invoice,2
046dac5b-31f0-4afa-84e1-6323c004960d,e64ae478-f546-5b99-ab0b-82b346f362d4,1896.82,credit_card,failed,insufficient_funds,2024-11-18T07:34:23+00:00,subscription,2
baadb87d-3be6-48d1-907c-c95242b588ee,a0ec9d95-d824-5397-a60a-3e39985f7fec,2617.19,upi,success,,2023-11-03T21:54:31+00:00,subscription,0
ba7cb7a7-79b9-44fe-9764-103b1f81cdbb,c3317597-f219-5970-ab2f-4ba2db0b4b28,3688.38,debit_card,success,,2024-10-15T15:53:56+00:00,invoice,3
0dce63ae-412a-4778-8572-665d42331a3d,2c1289a1-6c4f-5109-aaa9-7bb6de05c33f,1700.63,upi,success,,2024-10-10T05:34:31+00:00,invoice,1
1695c3cc-935e-417a-9272-0d476207d281,3a5037a5-3957-500d-bf3b-f2413c16233f,1320.02,emi,failed,network_error,2024-11-12T10:19:54+00:00,one_time,3
ed703b8f-df13-41a0-992b-7795940136a1,546627b8-8ed7-5871-a735-fde0835db3b2,1121.61,emi,success,,2024-12-17T07:01:37+00:00,one_time,1
c1139af7-3f73-4918-bd28-37a0b7a9a3de,3474d421-d55c-5033-b009-114a8739422c,1235.07,upi,success,,2024-07-29T19:07:03+00:00,subscription,3
bc305252-495f-4d94-ac51-965885918972,40b94012-af64-5c1e-bed3-ddee0e403861,2592.49,credit_card,success,,2024-11-11T04:01:48+00:00,subscription,2
94eda8d6-59d1-4d79-b9b6-46d195d5759b,55f5590a-8c00-5e76-9858-75f1254bf526,6085.39,upi,success,,2023-10-19T08:00:42+00:00,one_time,2
e1c47c36-e09a-4898-b93f-8f316d630efa,93fb17a7-a1c3-5331-955c-e8718db5f4af,1347.23,debit_card,success,,2024-08-28T10:10:29+00:00,subscription,3
01d5a36b-437d-41e5-99a7-225600a0bfe7,e72fdf17-ee6d-546a-aca6-daab5b829e51,25644.42,upi,failed,expired_card,2024-12-11T01:29:47+00:00,invoice,2
6d7d6e0f-2893-4ef8-8ad1-660d3e58d2e1,ad0877a4-36ba-58f1-aa4c-05231e5c006d,378.08,debit_card,failed,bank_declined,2024-10-17T19:26:34+00:00,invoice,0
02f07efa-45b5-4860-adcf-b64804d8fe80,2c35c680-c533-59c9-9550-cdc68805683e,13116.91,debit_card,success,,2024-12-05T13:55:38+00:00,one_time,3
7f8408cd-b0b1-45d3-9c1e-b6c5aabc3b82,eba21b26-d56f-5159-baca-4a6d16279213,1478.23,emi,success,,2023-11-17T01:15:25+00:00,one_time,2
228c13e0-8694-4446-ae6e-4dd80c2c40a9,4d87419e-e43e-56c2-98d2-4fba8d83bf6c,18376.13,debit_card,success,,2024-06-06T00:11:06+00:00,subscription,3
eabeef09-85e9-4a96-80f4-a897e8b66ce8,3e8d0ac7-f7f6-563a-9fb8-696c644e3318,56904.14,credit_card,success,,2023-07-29T01:33:18+00:00,one_time,3
a533db96-84af-4a6f-9b6a-b36815ec014b,d101c4cd-6fac-537d-827f-0e8c01f14938,2665.20,debit_card,success,,2023-11-04T09:02:45+00:00,subscription,2
6b82cb8c-3d95-485f-9b9f-133ca56805b2,6e2b9bff-454c-5225-97ae-1fbb5e21a989,1156.24,upi,success,,2024-11-25T14:01:19+00:00,one_time,3
2e268104-c412-4264-a0b0-b763228abf55,8598334a-ac1f-54bf-8569-7303be95dd66,789.71,netbanking,success,,2024-08-04T07:09:35+00:00,subscription,0
3f927881-d86e-4ee1-9850-19644b018f22,2f6734b5-729e-5757-a624-a521e2ff0181,1850.45,wallet,success,,2024-11-17T23:16:19+00:00,invoice,2
526603ab-be4b-43c9-a6ff-23ccfbb421fe,90aa956d-235c-5136-96dc-13dce4bd0090,4164.81,netbanking,success,,2024-09-26T21:02:57+00:00,one_time,2
c8be8b3e-a48b-49c3-9178-83b8edd575ad,0076873a-2c41-5964-b7d8-fe2830023e2e,6683.81,credit_card,success,,2024-11-01T01:10:12+00:00,one_time,2
4e30634b-2455-4e36-9b96-5d7da3b6c4b4,2ef76aff-4a28-58c0-88f3-67dbf91a6cf6,734.89,debit_card,success,,2023-09-27T21:46:05+00:00,subscription,2
0f549e06-f933-4e80-aeb0-0129aa944353,db0d05f2-24b0-5ae1-a7f4-4cab9301471c,3868.11,upi,success,,2024-05-19T16:32:18+00:00,one_time,0
8f5d9cd2-be41-4d37-b988-eb561c527f1c,a3fe4dac-3a5e-5e65-acbb-e9bbf2fe6f80,708.86,debit_card,success,,2023-09-19T00:38:12+00:00,subscription,0
709865f1-daa1-4870-83c3-88b835e38295,717e8502-15ce-5a9b-b55e-b2cde60ed1d4,2249.12,wallet,success,,2023-12-30T01:43:08+00:00,one_time,3
578c2eec-2150-455a-a6e1-e81623bf7331,75742d41-b7c1-524f-98dd-34e5c61fb57d,2725.48,netbanking,success,,2024-12-27T16:57:56+00:00,invoice,3
3636e1fa-04c9-4586-a3d1-d83fc4af9106,fe8f0c42-a8c7-5104-ac58-58994e9cdb01,931.43,wallet,success,,2024-12-22T09:23:29+00:00,subscription,1
d05ecf02-1a23-46dd-9889-c2d9fbe36a68,6d6d687f-75ed-5bac-83a8-abe316f588dc,1631.95,credit_card,success,,2024-09-01T01:50:50+00:00,invoice,0
22aaf5ae-9c0f-47d0-8ca7-a7ef1093d2ea,eaa855ed-8045-5e7d-a85b-be1e2b280b0a,813.35,netbanking,success,,2023-12-23T20:31:07+00:00,subscription,3
1d92cd76-72ae-45e3-9ab5-f48c6ad3a27a,2048c0b5-d47b-5c82-98c3-781b1407890d,1230.63,netbanking,success,,2024-09-08T23:28:52+00:00,one_time,2
06ddc37c-f5dd-4694-b131-09f0a17f5dd6,1950aa89-3183-52ae-8af1-f3e536489ebf,8991.06,emi,failed,network_error,2024-12-16T12:05:23+00:00,one_time,3
587a89ca-2d9b-442b-9edf-57ac0f860e3b,cbaf5d24-2ef3-54b1-b03b-f93394a31f6a,11947.37,upi,success,,2024-03-12T04:19:31+00:00,invoice,3
edf7d98b-f486-4def-a49e-c7cd914913ce,75639a44-9f15-5f5e-897b-dc70a3383328,829.45,upi,success,,2024-01-10T19:38:23+00:00,invoice,0
e936d50d-1654-46a6-88f9-e04ba1916503,13129a45-a6f6-5355-9511-cd7a4c248313,490.92,upi,failed,mandate_cancelled,2024-08-20T18:35:35+00:00,one_time,3
40065773-4fe3-49ad-bc14-496b9bf44b64,0295c791-ee41-5d1b-a427-b1d61be648ea,999.85,debit_card,success,,2024-10-15T23:15:54+00:00,invoice,0
5404c1c4-0db0-4359-a1f6-43daf354484f,18d3ed4f-f6ab-5882-be9b-eaeeb90229a6,502.07,netbanking,success,,2024-11-13T05:18:39+00:00,invoice,1
0c52660e-54cd-4039-9ea1-a63186941db3,bd9bcb18-f6a5-5819-a93a-d2ab1c2ebc6e,1720.89,emi,success,,2023-10-18T01:53:44+00:00,invoice,0
3a0912d9-eae3-48d5-8b01-6a06a51a0a21,81b3cdb9-5972-5cb6-b1a4-d6567c7f6d49,2656.00,upi,success,,2024-06-13T18:06:31+00:00,invoice,0
d524ae2d-e9b0-48dd-8f44-378cb363b5a9,d9e0b6fc-974e-5818-aaad-21bd63631541,3471.26,upi,success,,2024-08-10T20:44:30+00:00,subscription,3
5ab795c9-1f5b-4189-a4c3-4462ac19830c,eae9f308-1ec3-5c65-b7be-bfb1ae3188e7,2097.21,netbanking,success,,2023-10-15T17:04:59+00:00,one_time,1
bee78058-7190-4f93-835c-8ad3f607e734,dc49cfd6-44a2-58da-8165-c3d867159fb1,5325.38,credit_card,pending,customer_abandoned,2024-12-22T03:20:17+00:00,invoice,3
45480f5f-7a67-4e7d-9503-6e2743d36052,37f8d40b-3d9a-5527-b475-63c7e49a5cdd,912.60,wallet,success,,2024-08-12T15:23:34+00:00,subscription,0
1c706dee-dfa7-4487-bc9a-1da5abf1b1c5,cfb03632-03de-5637-b557-5a6c5d6669ae,2793.62,netbanking,failed,bank_declined,2024-07-03T16:02:04+00:00,one_time,2
73a31781-3517-485e-bde0-06524d388306,ad160969-b106-5b7a-84e0-91c7fc706f8a,436.30,upi,success,,2023-10-21T16:20:30+00:00,one_time,2
1dff41ba-3eff-4f4d-b7a4-49145adb02f0,754fbcb5-dd5c-5ee4-aa1e-2fc63ab7f60b,584.16,upi,success,,2023-10-12T18:23:32+00:00,invoice,1
14d0c1bb-ac02-4822-90c0-61d53ba19ed1,60fd0343-e909-57c5-bae0-80da9e62ef07,1260.28,credit_card,success,,2024-04-08T17:34:16+00:00,subscription,3
d9d53e01-6de3-458d-9c27-5a6f399922b4,d8650055-2091-5bd5-aac4-3ae2eb8d4c56,16168.96,credit_card,failed,expired_card,2024-09-01T17:31:42+00:00,subscription,3
75411547-0116-44ad-ac76-1004619394d1,f17e5d13-85a2-5bb3-93dc-ae8e18ad2eca,687.35,debit_card,success,,2023-09-01T15:31:33+00:00,subscription,0
a745469b-947b-4120-945b-a03f68e704ca,1cbc1ed8-735f-54cd-8309-681da431184e,173.85,debit_card,success,,2024-11-14T07:06:06+00:00,subscription,0
06823596-1a4b-4d22-892c-5c0b50572627,b69bbf92-6fe9-5298-a221-7e3609ec16e3,6489.75,credit_card,success,,2024-11-29T21:58:23+00:00,one_time,3
021f9322-3174-4b44-b88f-05dafc18cb82,5a99319a-c88f-53b8-a513-3cbb1ee3a133,1406.25,credit_card,failed,mandate_cancelled,2024-07-29T22:54:10+00:00,invoice,3
122945cc-da64-4767-8c76-176d024f4347,eb1edbf9-fbef-50c7-82e9-809e1526ce6a,888.69,credit_card,success,,2024-11-24T07:49:04+00:00,one_time,0
c69c9b46-29d9-4f8a-a572-536bebe697c6,4e3e6b92-879d-5a87-95b1-30c20af3c7de,20328.80,credit_card,pending,network_error,2023-12-29T15:46:17+00:00,one_time,3
a6420971-8711-414f-a1f1-60970441a613,d48ccb77-7d69-5bfb-ae09-07b093533359,1215.07,netbanking,success,,2024-11-24T20:46:05+00:00,subscription,2
d74a1886-8b7d-46b0-9161-b9724ceeebec,4ae56802-11e0-5a4d-9bed-c8f5a708ff95,430.10,emi,success,,2024-04-06T18:04:57+00:00,subscription,3
80129af6-a440-4b77-a77a-66e5ed210c32,a06b4586-82a7-5103-b230-6f306122bd8c,585.39,upi,success,,2023-12-22T16:40:20+00:00,subscription,0
b7995d44-0e14-47d5-b822-2da2d68783b3,83ddfef2-1deb-54de-bd4c-7f435f2c442c,11188.83,upi,success,,2024-05-15T14:08:08+00:00,one_time,1
3e6060b2-779c-4878-a3c2-7d95fb537e3c,38065f91-e18c-57d7-8807-1ae389c2a5c4,521.22,debit_card,success,,2023-12-29T13:13:11+00:00,one_time,2
3da4d6ec-7b4d-409c-9455-8f58485a9c9a,7a417915-e1f9-5f97-9ba4-f408fa7ec1cf,270.96,upi,success,,2023-11-25T16:33:28+00:00,subscription,3
c481d5ce-96a9-4825-8919-c05640799fcd,31bc96cf-da1e-5dc0-a268-ccc0a20abf16,2919.00,debit_card,success,,2024-01-29T01:52:17+00:00,subscription,0
7734bb17-810f-41dc-8c9e-4ae30c887971,237417a0-f227-5ef2-9079-e5de35a9cd29,27289.75,debit_card,success,,2024-05-17T14:52:05+00:00,subscription,2
fa87eb43-d4cd-430c-b92f-a28d96f34b84,7fc67da5-1d77-531d-a962-9030e954720c,558.13,upi,success,,2024-07-28T02:00:48+00:00,subscription,2
527cbc3e-ba2a-4e5c-bff0-44fb8befb3f6,f35f8767-146a-5ce4-ac75-8bc214e6a4c5,264.86,debit_card,success,,2024-04-14T07:50:32+00:00,subscription,2
e5cb5c05-d19c-468a-87e3-d3d3f6718033,5fcef330-3a6c-560f-b75d-6d4ea09048ba,1699.62,credit_card,success,,2024-06-30T13:05:47+00:00,one_time,2
0deabdd4-e011-4a09-9299-fa08655091c2,3863042d-b3cc-537a-96e4-6af2f31b80dc,477.35,debit_card,failed,mandate_cancelled,2024-01-10T02:40:55+00:00,one_time,0
f5ab79b2-d7d0-4e00-ae06-c2fae76067d1,06c8cc45-c458-54b6-adda-b595eb28e7db,1079.40,debit_card,failed,expired_card,2023-06-30T07:47:44+00:00,invoice,0
985c1c78-cc3a-471f-80cf-9c80e3e536de,6664404f-29f9-5fa2-8cb8-0e71336c1352,2441.81,upi,success,,2024-11-05T17:45:29+00:00,subscription,0
e52e33e1-4ce8-4068-b0bc-717fb932c5fc,b3fe4faf-8de2-58ac-b2eb-71c257d86bad,4194.27,netbanking,success,,2024-09-30T12:34:39+00:00,one_time,2
9f7f249b-cf00-477d-81f6-0c25c8273e87,2f530ff0-cbe9-5845-b6d7-263902bed5ae,645.08,upi,success,,2024-11-22T11:12:51+00:00,one_time,0
0e5ae2b4-dbf1-45f2-ab9c-c4cb2ce1a0fb,63899094-dad5-5e6a-8c70-21ffcc11d6e6,2171.68,upi,success,,2024-08-08T02:49:58+00:00,one_time,2
5ea95460-ada4-4b3d-85ba-ce8eb7b68ea2,94c52ab4-40e4-5cfa-8a9f-33113f3b5df1,788.84,debit_card,success,,2024-01-21T00:38:49+00:00,invoice,2
d96d0c15-d24d-48eb-b652-83ff2ea2410f,10135c84-f8c4-5f8d-ae47-4424e0f4aae0,2371.50,credit_card,failed,mandate_cancelled,2024-05-13T12:18:33+00:00,one_time,1
f8f6266c-5173-423e-915b-10103d216d78,18007f81-b159-53e7-9d96-bc4a055905bc,871.39,netbanking,success,,2024-11-23T12:11:15+00:00,invoice,3
bd12a7b3-50f9-49ae-8210-5c0f55d8fcd3,c44b83a1-3c2f-5467-8374-2ed13f360ea8,1475.11,credit_card,failed,unknown,2024-03-23T23:19:12+00:00,subscription,0
f9a3077a-9578-4389-98f9-b68fb43afc6b,665df36d-fd4c-58b9-abc7-eab3a266b222,534.52,debit_card,success,,2024-09-16T20:20:45+00:00,one_time,1
142f47c3-50a4-4342-a9df-9916bef826d4,1cf7d29e-46fa-568a-b0bd-bf9a357dff7f,516.15,credit_card,success,,2023-11-10T22:50:25+00:00,invoice,2
ee0eaf81-3982-46ad-ae1d-323e54637a4f,98547e75-4dab-5637-9b8d-b4cad7ce7b24,4916.34,wallet,failed,bank_declined,2024-01-19T02:54:18+00:00,subscription,3
810ea4b7-5589-4a6d-8839-8a85ffa92585,18bd853c-ca91-537b-a6ec-020bf941730e,1015.03,debit_card,success,,2024-12-15T14:27:10+00:00,subscription,0
674a4594-78c8-4b21-badb-e00770c9faab,32128b95-b9df-5a57-8582-10a5e408b647,8052.71,upi,success,,2024-10-03T19:13:26+00:00,subscription,2
6376f041-1ed8-4595-a685-573180aeb234,01d0a984-705d-53e3-8bc6-b7a34804a81e,1189.11,upi,success,,2024-08-26T01:03:41+00:00,invoice,3
cc279e21-495a-418c-b60d-d58638558736,7683472f-12bd-5824-bcc3-93acda2cb9df,3361.71,upi,success,,2023-06-19T07:10:08+00:00,invoice,1
e67ed27e-5e2f-4dc0-9b7c-7f20aad4e8ad,59fa6058-1c8a-5530-8a0f-81d9cf05a839,9449.57,credit_card,failed,authentication_failure,2024-06-29T07:10:22+00:00,subscription,3
d301c69a-6a17-4664-8000-43e026b68df5,6daac11c-f8b8-56b9-90c6-1d46d807d809,7684.21,emi,success,,2024-11-27T11:05:08+00:00,one_time,1
1d31e183-1891-46f4-b500-08b1cf396a3d,53fc6a66-8db5-5d04-9ba1-82b08f80e5f8,1154.45,debit_card,failed,network_error,2023-02-16T01:10:55+00:00,invoice,1
b7cc09bb-2473-4f7c-b51a-554b1a9f4a83,f0ff704c-d88b-5df5-929f-b7221dbf1e4c,425.13,credit_card,success,,2024-05-23T00:14:51+00:00,subscription,3
f5e03f49-51df-46a1-a5bb-ee03a6a08396,b7e21778-c384-566e-acd2-012093a6b605,565.59,netbanking,failed,bank_declined,2023-05-15T06:43:29+00:00,one_time,0
2b858122-cdf1-47d6-bec7-9b849e04c0c9,6effeeeb-ff7d-5662-8e8c-24de8f8bc8de,2321.47,upi,failed,mandate_cancelled,2024-03-29T09:09:52+00:00,invoice,2
8f32b03f-5cf5-4f88-9718-9335d370b22c,690db3a5-8e78-5eff-abd0-e2f107378563,667.11,upi,success,,2024-06-05T03:06:58+00:00,subscription,2
5d23cb23-9d73-45a3-a6c9-eca8a8bc4aa1,ac4514d3-ce95-5f91-a9f1-9f56d012092a,981.73,netbanking,success,,2024-02-19T20:51:16+00:00,invoice,3
1bea4213-9028-42da-8efe-cfc2117566ad,e902cec4-5047-5291-af69-f3cb95dad4fc,3335.18,upi,success,,2024-11-07T04:45:40+00:00,subscription,1
a7ce186d-adfe-47de-bafc-e4a7b071b809,0283cff9-2727-5c18-a8f3-2dbd18973ffa,4251.82,upi,success,,2023-11-13T10:51:12+00:00,subscription,2
686b2263-75db-4048-9590-82e24ddaeacb,36851edb-eb69-563f-9ffb-26eb3b7809cf,2026.45,upi,success,,2024-07-07T22:35:04+00:00,invoice,0
ae0dbed3-ca7f-4def-877a-88c838b2f00c,32c47a9f-d225-557b-a8a0-8cdc59718f0c,490.06,upi,success,,2024-12-25T10:39:21+00:00,one_time,3
856c6486-31ab-4193-b509-d604f78f284a,c85ef81d-7e77-5b19-8f5b-eecf5bc36d0a,2558.71,wallet,success,,2023-07-01T04:53:30+00:00,subscription,0
66370152-7116-442d-968a-0026f8fe346e,60f6bc0b-b9d8-5d13-a2f9-3bc5fe446748,266.20,debit_card,success,,2024-10-24T01:54:52+00:00,one_time,1
2ac55c50-aa85-4be6-961c-6ff9b9384912,2becff5a-442c-5324-85f3-40897bc67459,8330.99,wallet,success,,2024-03-04T23:05:31+00:00,subscription,0
aa52a7ed-b359-4a72-854e-6d706458e96e,96a93eb4-7c2c-5f4e-9029-d0fcbc5ca8da,435.40,credit_card,success,,2024-03-03T10:44:19+00:00,subscription,3
1abe5ba0-749d-4a17-a308-db5e7e782b46,80c6ee1e-9c42-573d-9207-6fee6132f454,20520.81,credit_card,success,,2024-02-14T18:16:43+00:00,invoice,0
00dfd9d6-2da1-4cd1-8e54-3f136cf44e1e,ba46c3dc-0731-50ed-a90c-6dd9c963374b,1019.02,credit_card,success,,2023-05-21T16:12:16+00:00,subscription,0
4d222cdf-8346-4a67-ac79-85203f016312,7bc51bc7-26f4-5678-acba-0e6ee80e1aac,2318.40,upi,success,,2024-07-19T21:14:17+00:00,invoice,0
bb631134-1043-4e04-80b4-d7bced8bed91,e74f665f-0b00-534f-852d-758be5940b3b,413.16,credit_card,failed,network_error,2023-11-14T03:04:22+00:00,subscription,1
57680fdd-1600-44eb-8563-5856276f2c26,a656932e-55e4-5445-a26b-4ac3ecab1670,419.38,debit_card,success,,2024-03-24T05:11:13+00:00,subscription,1
