recovery_id,customer_id,event_id,action,channel,timestamp,message,outcome,amount_recovered,eventually_recovered,recovered_amount,recovery_timestamp,recovery_action,time_to_recovery_hours,organic_recovery_probability,incremental_recovery,control_group,original_amount,payment_method
52c21739-27c3-4fb4-abae-078c8fb0e297,bee4dcfe-89e8-51ec-aa99-1921c74166c9,cdcc64df-136d-48fb-b7d5-097a06de9bfc,email,email,2024-07-24T19:07:59+00:00,Email for consumer account,unrecovered,0.00,false,0.00,,email,,0.0745,0.00,false,3564.43,upi
7a326822-9b54-4470-8807-7d31b4363617,b2c94d6f-276a-57b7-bca0-9e5e805fb414,e339f49b-d25a-441d-a645-2efa2c4520df,sms,sms,2024-05-18T14:02:40+00:00,Sms for consumer account,recovered,1361.13,true,1361.13,2024-05-23T06:40:34.144580+00:00,sms,112.63,0.5008,1361.13,false,1626.31,credit_card
e3cc9ee3-b27f-4118-82fc-9b1680c22604,e3c91348-351e-5ad1-a7f3-370843d11a3d,35d0ad44-354d-4a59-8f4d-567665f1be55,promise_to_pay,whatsapp,2024-10-24T15:41:26+00:00,Promise To Pay for consumer account,unrecovered,0.00,false,0.00,,promise_to_pay,,0.3595,0.00,true,658.17,debit_card
24882a4c-5cb1-404c-848a-2efff9f4a0ee,3bc3e9a5-013f-54fe-bce4-0e9284b92e7e,9260dee6-f181-43f1-8fbe-1d84d57d34f8,whatsapp,whatsapp,2024-10-06T14:20:32+00:00,Whatsapp for enterprise account,unrecovered,0.00,false,0.00,,whatsapp,,0.5852,0.00,false,26470.32,credit_card
f162725e-e6f5-499c-90c4-f85fee17aad7,77048540-4041-59b9-b875-cfa25349c676,461684d5-9169-4eac-b813-3d088d9f676c,email,email,2023-06-08T03:26:37+00:00,Email for consumer account,recovered,1838.98,true,1838.98,2023-06-12T21:46:30.637196+00:00,email,114.33,0.4486,1838.98,false,1943.74,upi
cc918e9d-709c-4f08-ab3b-10664c2e24e7,38d32aaf-3917-5fef-9686-6f8ea1bf6f78,14dbf77f-e2bf-4349-8f62-f6c4cbeac417,email,email,2024-02-09T10:09:07+00:00,Email for consumer account,unrecovered,0.00,false,0.00,,email,,0.3594,0.00,false,1275.00,credit_card
c6a72ecc-4d0d-46b0-b8ab-deb72e99a38c,541aaabc-b052-5bba-adb3-fac6b48ede8e,b76e9796-9a8d-4199-8b33-38512e70e002,whatsapp,whatsapp,2024-10-27T04:06:15+00:00,Whatsapp for consumer account,unrecovered,0.00,false,0.00,,whatsapp,,0.2642,0.00,false,644.01,emi
6440244e-0e57-4aa1-9aa9-b9e572fc7753,289637e7-90ba-5bde-97f5-3980dc67eaaa,51378ff2-c07c-49f0-85a7-8a81a3c88fa0,email,email,2024-12-30T15:42:25+00:00,Email for SMB account,recovered,7596.32,true,7596.32,2024-12-31T20:02:22.760611+00:00,email,28.33,0.4105,7596.32,false,8916.03,wallet
c81cfccd-8a11-4e6b-b56d-561b978d1043,07ac0d39-bf31-5b9f-b4fc-c535e4bb10e3,bbd091b6-fcf4-4cb6-8fa0-649bd5991cd6,whatsapp,whatsapp,2023-11-16T08:15:42+00:00,Whatsapp for consumer account,recovered,843.28,true,843.28,2023-11-19T21:44:15.942648+00:00,whatsapp,85.48,0.3744,843.28,false,1094.43,upi
012589e2-c824-4177-8746-cde27dda5030,d3c9c9fd-45d5-5a11-a826-e9a616c706e4,8ba2a769-324f-4244-8858-1f63d58940b5,retry,sms,2024-12-05T03:11:48+00:00,Retry for consumer account,recovered,8860.88,true,8860.88,2024-12-08T03:59:49.060088+00:00,retry,72.80,0.4252,0.00,true,9251.19,upi
9273c228-bd32-4c51-af10-77ca3f2a9e86,ce8b98ff-dc27-5bac-ad63-7f72398b2071,2ed139a2-2b77-4f4b-bd10-823d7b5b67a0,email,email,2024-08-02T00:03:42+00:00,Email for consumer account,recovered,3458.81,true,3458.81,2024-08-10T02:37:29.181507+00:00,email,194.56,0.3569,3458.81,false,3785.64,netbanking
67f334e9-e131-45db-9e2f-7bcfdeba66a3,72ca3184-fffd-53bb-b10f-936221c6291d,160af2cc-1d6c-4c40-aea7-1c4a80bf43b4,payment_link,whatsapp,2024-03-02T03:57:24+00:00,Payment Link for SMB account,unrecovered,0.00,false,0.00,,payment_link,,0.3519,0.00,false,3550.73,netbanking
dab1a487-646c-493d-8d05-43f1035fff9d,7c1660e9-f747-59a3-9865-06e5a8b24088,c9d8f765-0b8b-4818-a169-9b8401eb5dbe,retry,sms,2024-04-23T00:57:39+00:00,Retry for consumer account,recovered,644.59,true,644.59,2024-04-27T00:57:52.940741+00:00,retry,96.00,0.0753,644.59,false,753.34,wallet
c615ec35-5ecb-4202-a075-1b019661238e,969ca70d-daae-57f4-ad92-92f3c98c7ace,aae577e3-9e0d-4b14-a448-279df5fc32db,email,email,2024-08-13T08:15:38+00:00,Email for consumer account,recovered,7373.93,true,7373.93,2024-08-18T21:19:06.928212+00:00,email,133.06,0.3056,7373.93,false,7386.55,upi
2485fbe3-6103-48c1-980e-8fd7ca5b22e0,5ab3257f-6f68-5eb2-a6cd-2ca194dc1ac4,13bd5fc9-5df9-4f2f-9882-074e38a92ea2,no_action,whatsapp,2024-10-10T22:41:36+00:00,No Action for consumer account,unrecovered,0.00,false,0.00,,no_action,,0.4379,0.00,false,650.93,netbanking
34194fc6-0951-4994-ac38-a048b28fcaf0,e33f80d3-bafc-5f10-98f6-52a480426b3d,faed4a8c-a134-4e11-b2d7-28dadc641a86,retry,whatsapp,2024-10-13T02:51:32+00:00,Retry for consumer account,recovered,1410.41,true,1410.41,2024-10-18T13:34:45.017491+00:00,retry,130.72,0.4352,1410.41,false,1580.90,credit_card
e8f8cca1-7751-41c2-b0ba-33599fc437a3,be133f8b-4567-5b8f-889a-af4eba05212b,8070e380-5353-47db-9368-f3f50ccd99e7,retry,email,2024-11-07T02:47:13+00:00,Retry for enterprise account,unrecovered,0.00,false,0.00,,retry,,0.5550,0.00,false,46683.76,debit_card
82f4a15c-15c0-4a89-ac69-941de133c41f,d1b4e30f-e092-599f-9a7d-3bac1dee94b5,3bd04d05-5ba8-4cbf-8b86-dabfa0429128,delayed_retry,whatsapp,2024-01-26T00:49:02+00:00,Delayed Retry for consumer account,unrecovered,0.00,false,0.00,,delayed_retry,,0.3891,0.00,false,257.27,debit_card
71641900-e5ff-4ee3-97e2-4944261b4177,9262d75e-1319-594f-893d-b3752796c979,f111ae9a-2054-445a-ac62-37736b7ed31e,retry,sms,2024-04-25T19:41:29+00:00,Retry for consumer account,unrecovered,0.00,false,0.00,,retry,,0.2250,0.00,false,786.53,emi
6f83eec6-202b-4d0a-903e-21bae5d4fc81,3a389a17-d4e4-55b3-b6fa-e54ff9501c37,244334a8-146d-417c-9c1b-ea10482d5da1,no_action,whatsapp,2024-12-28T21:08:15+00:00,No Action for consumer account,unrecovered,0.00,false,0.00,,no_action,,0.2480,0.00,false,4307.80,debit_card
0854fbf6-e4e7-464d-a3db-ab06640dac90,4b51b1f4-f810-504e-bb43-aec6c8ef605e,5cbe0fc5-be7e-47fb-9368-88f887140be3,retry,whatsapp,2024-12-12T12:19:52+00:00,Retry for consumer account,unrecovered,0.00,false,0.00,,retry,,0.2144,0.00,true,1221.38,wallet
17808ad4-e9f0-4877-b0d1-dca6603b66ff,08e33b6a-87f8-5642-bec1-6cfce21075f4,6b0fdad1-ccff-44ba-b219-37979573223e,email,email,2024-09-08T17:34:21+00:00,Email for enterprise account,unrecovered,0.00,false,0.00,,email,,0.5010,0.00,false,44120.98,netbanking
1aab156b-ab52-4ed8-b975-2f750307fe29,ff29774b-03e0-5fa1-8037-7912f61c8914,7539a305-9cb3-43ab-ba64-cbfaff562480,delayed_retry,whatsapp,2024-12-30T11:41:12+00:00,Delayed Retry for consumer account,unrecovered,0.00,false,0.00,,delayed_retry,,0.2451,0.00,false,1789.36,upi
288b2997-7508-4fd0-98fc-7d4300a4fb6b,a0677903-9cc3-5bda-ae3f-4a7800879320,3b6b4d2e-ef29-4d81-9d47-ec344088765c,whatsapp,whatsapp,2024-04-09T20:00:54+00:00,Whatsapp for consumer account,recovered,971.40,true,971.40,2024-04-19T13:09:07.173763+00:00,whatsapp,233.14,0.1381,971.40,false,1102.13,netbanking
eb409e54-37f1-4e37-b2ef-ce6057d3ff67,bc19dd5b-15a2-56b2-ad17-1fae16914595,144ea723-d5c8-43c1-82a2-f2813d1a7156,no_action,email,2024-11-26T19:54:42+00:00,No Action for high_value account,unrecovered,0.00,false,0.00,,no_action,,0.2452,0.00,false,49692.99,upi
ff43e6db-0c6f-41f3-bdb4-07375eb568f2,cff138fb-b4c4-5843-9ff6-9e38afbad458,4dfda51e-5f99-4cb2-b39c-94038aa37ad3,no_action,whatsapp,2024-07-01T05:14:55+00:00,No Action for SMB account,recovered,1633.99,true,1633.99,2024-07-07T00:32:45.737730+00:00,no_action,139.30,0.5941,1633.99,false,1783.21,upi
fb7a688b-9c9a-4f69-a5ca-da76780a6ff3,fd6b1f22-1d4f-5801-b060-57f4cb07aaec,c1497e00-6e42-45f5-9a6d-8f7fe46edded,retry,sms,2023-09-05T04:03:35+00:00,Retry for consumer account,recovered,4844.63,true,4844.63,2023-09-11T10:47:46.539703+00:00,retry,150.74,0.2594,4844.63,false,5765.50,debit_card
42292c44-335a-437b-95bd-7a7414eb067c,a67d7415-55c1-5b04-b9cb-cd0471df18e0,b4e57169-1a04-48e4-a8cb-86323ba1be74,whatsapp,whatsapp,2024-08-04T18:14:37+00:00,Whatsapp for consumer account,unrecovered,0.00,false,0.00,,whatsapp,,0.1731,0.00,true,1395.04,upi
4939d697-1345-4c8f-acc0-3dfb8f38fbdf,4a35fe9d-d70a-5847-a900-6587983bd417,ef1493ad-b7fe-4187-a4cf-07fffc5591b2,email,email,2024-12-12T13:21:29+00:00,Email for consumer account,unrecovered,0.00,false,0.00,,email,,0.3765,0.00,false,1002.18,debit_card
b6c1860b-290d-4d23-b66f-2cd63897f301,0e617b32-7e4c-560c-9745-b4e76c5a3e45,15e2c3f2-acbc-453e-bba1-c36c990ea2ef,email,email,2023-04-21T22:20:18+00:00,Email for high_value account,unrecovered,0.00,false,0.00,,email,,0.2583,0.00,false,39076.91,netbanking
98c7d95b-9b81-4aa6-9c41-33f9c6a10c7e,31fbc594-80b6-54cf-b642-158e1d17c6ec,2aa800e7-eb28-4b92-8a6e-a08c12bcd932,whatsapp,whatsapp,2024-03-19T00:30:43+00:00,Whatsapp for enterprise account,recovered,30158.37,true,30158.37,2024-03-19T05:48:23.953687+00:00,whatsapp,5.29,0.4835,30158.37,false,33046.78,upi
a5b9dae9-f801-4a5a-80fd-6db2700e9fe7,b6f459eb-586e-5044-b537-c29478a4e6ee,94e667fc-0bba-4045-bc15-c61e702f848f,whatsapp,whatsapp,2024-01-28T19:16:32+00:00,Whatsapp for consumer account,recovered,1324.53,true,1324.53,2024-01-29T10:06:55.695973+00:00,whatsapp,14.84,0.2860,1324.53,false,1518.95,emi
2ad643fb-1b96-4ffc-8f2e-e9e87083b776,9791a543-46d0-57f5-b7a0-452705cbd98e,1db0062a-af14-4864-a65e-08f7bc293177,payment_link,email,2024-11-08T03:54:07+00:00,Payment Link for consumer account,recovered,1771.89,true,1771.89,2024-11-09T23:23:30.846112+00:00,payment_link,43.49,0.6576,1771.89,false,1956.51,netbanking
e79e24cf-90d2-4689-8b3e-1a327aacc7b0,1a87ffa2-3f54-56f0-bfc3-812309e1e294,6a91567d-0272-4e94-925b-f33c862b613a,whatsapp,whatsapp,2024-05-12T07:25:08+00:00,Whatsapp for SMB account,recovered,1698.99,true,1698.99,2024-05-20T03:28:21.060748+00:00,whatsapp,188.05,0.3658,1698.99,false,1935.26,debit_card
687800f8-80da-4baa-9aa1-b1f4d71f4ecd,eb2fb088-aa76-5a34-937a-321f65e2a310,d4891aff-8ca9-49b0-9627-69a526c4d033,no_action,email,2024-08-04T20:44:32+00:00,No Action for consumer account,unrecovered,0.00,false,0.00,,no_action,,0.5132,0.00,true,3108.91,debit_card
d90f5ffd-1705-4dd8-85e8-4f66f47c66a0,a6842c57-36f2-55e8-ad3b-777362dfc6dd,b57df645-6dfb-4141-bdd2-aa13a9805b25,delayed_retry,whatsapp,2024-03-31T08:12:13+00:00,Delayed Retry for consumer account,recovered,4435.43,true,4435.43,2024-04-06T00:08:50.363657+00:00,delayed_retry,135.94,0.4686,4435.43,false,4973.84,upi
ae34f336-57a7-440c-b764-a2a2ffd7a2a2,d668a25d-bb8f-53e5-9aef-01e6a25d3666,78b2f214-b8c3-4aff-aae2-f37f2806d1b4,payment_link,whatsapp,2024-12-02T03:54:32+00:00,Payment Link for consumer account,recovered,1906.33,true,1906.33,2024-12-05T02:18:25.803419+00:00,payment_link,70.40,0.5297,1906.33,false,2188.43,upi
0745aecb-c44d-44ea-ad5a-67b426777661,7ba4084b-0ad4-5f7b-86e3-b477f2d0a08b,aa64083d-bb4f-4878-a91b-d99010045a8e,whatsapp,whatsapp,2024-05-25T12:40:59+00:00,Whatsapp for consumer account,recovered,1451.83,true,1451.83,2024-05-28T12:35:17.033611+00:00,whatsapp,71.91,0.1759,1451.83,false,1662.17,credit_card
f97944a1-0319-4ae0-a92e-94574c7edd8b,1f4676bb-f05a-55b7-a5f8-95d643b38e6e,b3a20fa9-ed7e-490e-8948-a154a08f08cc,payment_link,whatsapp,2024-01-08T09:18:31+00:00,Payment Link for consumer account,recovered,2650.88,true,2650.88,2024-01-10T05:14:09.430541+00:00,payment_link,43.93,0.4144,0.00,true,2797.34,upi
734f5eef-c6ef-49a5-ab9f-d2e85f321abf,c1523dce-88d1-5965-bbde-abe9b06d075d,56dfd797-3f34-4b20-a8b2-fea8b74e9698,no_action,whatsapp,2023-11-12T19:49:27+00:00,No Action for consumer account,recovered,2330.95,true,2330.95,2023-11-19T12:09:39.177636+00:00,no_action,160.34,0.4905,2330.95,false,2420.80,netbanking
5011d88c-18e8-414a-a50b-ce8f76de48d5,f4f7be7e-7e1d-54fa-a763-88009c75fc56,034b0549-2681-48a0-91b0-5242eb35992b,whatsapp,whatsapp,2024-09-16T08:53:31+00:00,Whatsapp for consumer account,unrecovered,0.00,false,0.00,,whatsapp,,0.4032,0.00,false,3628.23,upi
b8020159-ee74-4999-b89b-2dce8cddd290,3bb71bf6-342f-500f-9d4d-913b8a6844da,f2127d75-360d-4f62-bb18-71c3a5d7467c,email,email,2024-06-05T12:24:23+00:00,Email for consumer account,recovered,1208.79,true,1208.79,2024-06-07T15:46:53.281949+00:00,email,51.38,0.2093,1208.79,false,1218.50,credit_card
4b1f06d3-a2ba-4e75-970d-9a9b2470fdb4,07f8e6ac-f5a8-5f71-b4ee-f49f8957d545,fc85c3ff-9e14-4e65-8d92-50098ccf0e34,sms,sms,2024-02-26T12:56:39+00:00,Sms for consumer account,unrecovered,0.00,false,0.00,,sms,,0.2796,0.00,false,6575.32,upi
746e19a5-a7bb-4e5a-82aa-1b8eb0ee19d9,0dc886db-e112-558a-9d52-6e1ca5ca0da4,5e29bc1a-0762-4233-b903-1a41c5d4c6b4,no_action,whatsapp,2024-12-04T16:00:43+00:00,No Action for SMB account,unrecovered,0.00,false,0.00,,no_action,,0.4893,0.00,false,4475.95,upi
c1d0ddd7-1ad5-4e20-b02e-52e41336aeae,44627403-0dd3-56c9-ab85-bcc1ea8a8823,a0baf699-9f70-4f23-b752-7cf634fe2c45,retry,whatsapp,2024-10-23T10:39:13+00:00,Retry for consumer account,unrecovered,0.00,false,0.00,,retry,,0.5263,0.00,false,308.75,upi
556cd901-2215-4e01-86d4-f172c9b18d66,8ada42de-6bbd-5d27-9a66-e99588ca2c26,583255ed-eee6-4fe3-81f5-6c5654586453,promise_to_pay,whatsapp,2023-10-19T23:51:10+00:00,Promise To Pay for SMB account,recovered,16803.25,true,16803.25,2023-10-21T22:07:47.665678+00:00,promise_to_pay,46.28,0.4992,16803.25,false,17631.03,wallet
8055d442-d3e7-4de5-a762-f928dd2515d9,a3576fd6-e4ad-5177-aea0-bb1ac63525b1,332e250e-649f-4968-9af4-ea4573aca007,human_escalation,email,2024-08-24T20:15:22+00:00,Human Escalation for consumer account,unrecovered,0.00,false,0.00,,human_escalation,,0.3641,0.00,false,3968.86,upi
f65e3cd6-aed1-4851-b40e-6f6846ebdab5,890918a0-82a2-5dc5-9515-d1f2eac95484,f26ec780-aa63-4f81-87d0-f9e841444eba,email,email,2024-12-05T20:04:11+00:00,Email for consumer account,recovered,2216.21,true,2216.21,2024-12-06T01:10:38.947695+00:00,email,5.11,0.4280,2216.21,false,2241.12,emi
6f24d7c4-f551-4132-9619-112273ca40be,1b892d96-2e38-57cf-a069-05169ae36a82,bbb02294-80c3-4242-960a-2d30564ef9c3,whatsapp,whatsapp,2024-05-10T04:43:53+00:00,Whatsapp for consumer account,recovered,423.81,true,423.81,2024-05-18T01:17:50.075420+00:00,whatsapp,188.57,0.1010,423.81,false,423.94,upi
205c959d-0578-46d7-9679-0d4c70aa39e0,35f6a842-d961-51f6-a8a2-dd227fb85dc7,3285b22a-b45d-4f4b-8bd8-3b20efef661d,delayed_retry,whatsapp,2024-10-31T00:25:57+00:00,Delayed Retry for consumer account,unrecovered,0.00,false,0.00,,delayed_retry,,0.4360,0.00,true,767.39,wallet
69628f0f-1050-4cf5-84ba-5a5cdbf1e7c4,08d16493-c7a9-5623-a7bf-d7d9a355f1ca,0bc86b75-ae69-4274-bbf8-2799d4a512b0,whatsapp,whatsapp,2024-09-14T09:37:05+00:00,Whatsapp for consumer account,recovered,2037.42,true,2037.42,2024-09-17T19:28:04.757532+00:00,whatsapp,81.85,0.3681,2037.42,false,2456.92,credit_card
c9077e03-148a-432a-841e-d5cf07cef5fd,d9f391ec-3925-5a6d-9657-bb8ec6d5d492,96a6981d-83c3-432e-9813-91203128124a,sms,sms,2024-07-08T16:27:00+00:00,Sms for consumer account,recovered,1361.75,true,1361.75,2024-07-18T07:46:22.453911+00:00,sms,231.32,0.3231,1361.75,false,1444.01,upi
8cb1e257-f2a3-4512-a099-72791d5ef723,84ccbf42-7a2b-5f0c-9cca-24e0b69161bd,8e9076ca-7ff1-46ef-8b1f-430643135208,payment_link,email,2024-03-07T22:17:18+00:00,Payment Link for consumer account,recovered,1171.95,true,1171.95,2024-03-16T11:29:57.462488+00:00,payment_link,205.21,0.3727,1171.95,false,1243.64,emi
1fa4e561-a660-478b-acd6-eda4158443f6,2383a3fe-28ba-5f8a-b07b-464a04b7b2cb,aca2e405-744c-4e99-a532-016e307016ed,email,email,2024-07-02T08:29:18+00:00,Email for consumer account,unrecovered,0.00,false,0.00,,email,,0.3285,0.00,false,3163.17,debit_card
7f000e1e-3d26-4898-b6cf-800f4e12cb73,4138bcf9-f720-5e4b-83ff-ceb7045f269b,c5020834-97de-4d91-b67c-30a77b492b38,delayed_retry,whatsapp,2024-07-06T14:39:07+00:00,Delayed Retry for consumer account,unrecovered,0.00,false,0.00,,delayed_retry,,0.4613,0.00,false,744.09,upi
199c8bc7-d3cc-425a-9e5e-16a94ca9b818,f4488255-b2fa-596a-8a4e-9af66d020069,60c7e557-50aa-4ab7-a54f-af84908c7cd6,sms,sms,2024-12-11T01:02:24+00:00,Sms for consumer account,recovered,760.35,true,760.35,2024-12-11T15:55:08.063000+00:00,sms,14.88,0.3807,760.35,false,948.65,wallet
8d5026d6-116d-48ea-9d72-c67027f72f4f,6c3cdcd6-dff9-5d64-94eb-4ea13fd3a353,08a9515b-ac22-49bf-8d4a-86d230e406bc,email,email,2024-10-11T00:03:49+00:00,Email for consumer account,recovered,4247.45,true,4247.45,2024-10-13T21:50:44.380118+00:00,email,69.78,0.5424,4247.45,false,4429.95,credit_card
202866fc-8056-4662-8897-edafd22f5a45,8119eabe-e81d-5041-9743-42346dff262c,9c0b1e53-c090-4d8f-b6a9-351dc2fcdb8b,sms,sms,2024-12-08T17:48:49+00:00,Sms for consumer account,unrecovered,0.00,false,0.00,,sms,,0.2851,0.00,false,2028.98,credit_card
e59c5a3e-9a7f-4649-b805-94f5cee2d6a8,b6c09460-6f55-55f9-bb56-35bf8fb0d1cc,3ba52830-fed7-43da-9434-788001dc419f,retry,whatsapp,2024-11-21T01:31:43+00:00,Retry for consumer account,unrecovered,0.00,false,0.00,,retry,,0.1816,0.00,true,1052.56,debit_card
51660cde-4f09-40c0-b507-51dda48f7a8c,07489ee2-b8a7-5b67-b2b1-75c58bfd674b,3b4b87d9-a164-4afc-ba3c-df294c2f6bf2,no_action,whatsapp,2024-10-21T11:56:15+00:00,No Action for SMB account,recovered,1366.04,true,1366.04,2024-10-25T14:26:18.752407+00:00,no_action,98.50,0.4335,1366.04,false,1572.71,credit_card
a8ca9e8f-8c83-4cac-b96f-2c895cdc5ca0,9ad7a3cd-cb1a-5fa2-9abf-93338fd810d8,01b8192a-8cd1-41c8-b383-fffb5e5aaf77,sms,sms,2024-12-27T01:24:41+00:00,Sms for consumer account,unrecovered,0.00,false,0.00,,sms,,0.4932,0.00,false,3655.00,credit_card
87c4780b-5587-4f68-958e-7266ac9dfb43,1a0dc1ce-4238-5aec-9c05-f310f124d86a,a0647ece-bc31-44d4-8c9e-57726ec8835d,no_action,whatsapp,2024-05-02T22:35:13+00:00,No Action for SMB account,unrecovered,0.00,false,0.00,,no_action,,0.3770,0.00,false,6653.65,upi
aa614bd7-65b5-4ed4-abc9-42c8f5eab7a1,e1a2b24b-0d91-505a-998a-0c4e3dbbfa6e,9eeef1d8-8ebf-4ba7-8bfb-1e92f1da8957,no_action,whatsapp,2024-12-22T19:52:16+00:00,No Action for consumer account,recovered,694.98,true,694.98,2024-12-24T05:59:11.535765+00:00,no_action,34.12,0.4783,694.98,false,826.68,upi
